FIPS,State,County,Year,N,P
1103,Alabama,Morgan,2012,"3,593,321","1,090,690"
1105,Alabama,Perry,2012,"1,234,847","381,806"
1107,Alabama,Pickens,2012,"2,206,293","678,740"
1109,Alabama,Pike,2012,"3,207,497","897,514"
1111,Alabama,Randolph,2012,"3,478,245","992,313"
1113,Alabama,Russell,2012,"321,970","98,716"
1115,Alabama,St. Clair,2012,"1,602,794","488,170"
1117,Alabama,Shelby,2012,"392,561","117,315"
1119,Alabama,Sumter,2012,"1,502,043","511,909"
1121,Alabama,Talladega,2012,"998,456","309,843"
1123,Alabama,Tallapoosa,2012,"443,446","113,874"
1125,Alabama,Tuscaloosa,2012,"735,835","198,956"
1127,Alabama,Walker,2012,"910,203","276,950"
1129,Alabama,Washington,2012,"597,291","192,600"
1131,Alabama,Wilcox,2012,"588,164","188,750"
1133,Alabama,Winston,2012,"1,478,960","459,685"
4001,Arizona,Apache,2012,"3,226,812","801,293"
4003,Arizona,Cochise,2012,"3,176,528","763,465"
4005,Arizona,Coconino,2012,"3,183,059","904,623"
4007,Arizona,Gila,2012,"649,990","152,631"
4009,Arizona,Graham,2012,"728,080","173,824"
4011,Arizona,Greenlee,2012,"470,111","111,732"
4012,Arizona,La Paz,2012,"411,909","103,192"
4013,Arizona,Maricopa,2012,"11,504,573","2,121,922"
4015,Arizona,Mohave,2012,"1,039,306","245,476"
4017,Arizona,Navajo,2012,"1,926,602","407,103"
4019,Arizona,Pima,2012,"1,348,953","306,477"
4021,Arizona,Pinal,2012,"14,006,067","3,067,176"
4023,Arizona,Santa Cruz,2012,"1,033,266","322,521"
4025,Arizona,Yavapai,2012,"2,331,875","723,319"
4027,Arizona,Yuma,2012,"72,751","16,503"
5001,Arkansas,Arkansas,2012,"234,232","75,446"
5003,Arkansas,Ashley,2012,"228,305","68,449"
5005,Arkansas,Baxter,2012,"866,206","261,838"
5007,Arkansas,Benton,2012,"13,232,053","4,101,331"
5009,Arkansas,Boone,2012,"4,678,068","1,267,015"
5011,Arkansas,Bradley,2012,"704,508","229,410"
5013,Arkansas,Calhoun,2012,"191,268","62,837"
5015,Arkansas,Carroll,2012,"8,228,678","2,618,028"
5017,Arkansas,Chicot,2012,"201,689","62,211"
5019,Arkansas,Clark,2012,"719,922","189,530"
5021,Arkansas,Clay,2012,"237,074","72,932"
5023,Arkansas,Cleburne,2012,"2,212,330","658,637"
5025,Arkansas,Cleveland,2012,"2,648,519","790,444"
5027,Arkansas,Columbia,2012,"1,225,922","343,166"
5029,Arkansas,Conway,2012,"4,563,596","1,281,152"
5031,Arkansas,Craighead,2012,"203,167","58,205"
5033,Arkansas,Crawford,2012,"1,659,413","425,108"
5035,Arkansas,Crittenden,2012,"51,567","16,269"
5037,Arkansas,Cross,2012,"90,895","26,841"
5039,Arkansas,Dallas,2012,"95,750","30,751"
5041,Arkansas,Desha,2012,"10,541","3,381"
5043,Arkansas,Drew,2012,"610,321","195,413"
5045,Arkansas,Faulkner,2012,"1,510,523","444,586"
5047,Arkansas,Franklin,2012,"4,386,921","1,384,151"
5049,Arkansas,Fulton,2012,"1,796,473","542,679"
5051,Arkansas,Garland,2012,"353,755","111,673"
5053,Arkansas,Grant,2012,"1,020,693","306,968"
5055,Arkansas,Greene,2012,"394,605","120,390"
5057,Arkansas,Hempstead,2012,"6,626,176","1,857,009"
5059,Arkansas,Hot Spring,2012,"1,004,187","280,543"
5061,Arkansas,Howard,2012,"4,944,613","1,535,908"
5063,Arkansas,Independence,2012,"2,956,430","912,480"
5065,Arkansas,Izard,2012,"1,985,344","605,361"
5067,Arkansas,Jackson,2012,"217,164","66,264"
5069,Arkansas,Jefferson,2012,"510,328","154,248"
5071,Arkansas,Johnson,2012,"3,140,009","975,167"
5073,Arkansas,Lafayette,2012,"2,585,289","760,304"
5075,Arkansas,Lawrence,2012,"1,211,727","373,984"
5077,Arkansas,Lee,2012,"78,454","18,917"
5079,Arkansas,Lincoln,2012,"2,484,287","721,600"
5081,Arkansas,Little River,2012,"2,470,134","745,534"
5083,Arkansas,Logan,2012,"6,012,785","1,880,594"
5085,Arkansas,Lonoke,2012,"707,895","206,152"
5087,Arkansas,Madison,2012,"5,891,431","1,889,223"
5089,Arkansas,Marion,2012,"1,491,391","485,374"
5091,Arkansas,Miller,2012,"1,578,336","399,752"
5093,Arkansas,Mississippi,2012,"37,571","11,459"
5095,Arkansas,Monroe,2012,"34,378","11,101"
5097,Arkansas,Montgomery,2012,"1,609,080","450,851"
5099,Arkansas,Nevada,2012,"1,601,226","506,669"
5101,Arkansas,Newton,2012,"1,069,863","353,790"
5103,Arkansas,Ouachita,2012,"523,331","159,129"
5105,Arkansas,Perry,2012,"999,533","310,593"
5107,Arkansas,Phillips,2012,"50,622","16,647"
5109,Arkansas,Pike,2012,"2,020,217","637,512"
5111,Arkansas,Poinsett,2012,"92,959","29,038"
5113,Arkansas,Polk,2012,"4,007,562","1,127,860"
5115,Arkansas,Pope,2012,"3,516,749","1,090,680"
5117,Arkansas,Prairie,2012,"169,946","51,528"
5119,Arkansas,Pulaski,2012,"454,397","135,039"
5121,Arkansas,Randolph,2012,"1,653,206","510,393"
5123,Arkansas,St. Francis,2012,"91,137","27,555"
5125,Arkansas,Saline,2012,"386,579","91,225"
5127,Arkansas,Scott,2012,"3,454,426","1,074,069"
5129,Arkansas,Searcy,2012,"1,117,150","353,470"
5131,Arkansas,Sebastian,2012,"3,183,872","972,797"
5133,Arkansas,Sevier,2012,"4,371,386","1,353,597"
5135,Arkansas,Sharp,2012,"2,702,672","839,614"
5137,Arkansas,Stone,2012,"1,843,246","554,422"
5139,Arkansas,Union,2012,"989,665","300,787"
5141,Arkansas,Van Buren,2012,"1,147,067","287,684"
5143,Arkansas,Washington,2012,"10,853,617","3,406,088"
5145,Arkansas,White,2012,"2,350,761","703,954"
5147,Arkansas,Woodruff,2012,"50,682","14,797"
5149,Arkansas,Yell,2012,"5,166,026","1,624,098"
6001,California,Alameda,2012,"917,017","219,680"
6003,California,Alpine,2012,0,0
6005,California,Amador,2012,"791,155","190,438"
6007,California,Butte,2012,"823,077","241,899"
6009,California,Calaveras,2012,"757,070","231,165"
6011,California,Colusa,2012,"733,072","228,403"
6013,California,Contra Costa,2012,"1,117,647","324,581"
6015,California,Del Norte,2012,"814,032","159,744"
6017,California,El Dorado,2012,"502,198","134,926"
6019,California,Fresno,2012,"24,647,680","5,724,556"
6021,California,Glenn,2012,"3,331,886","757,981"
6023,California,Humboldt,2012,"3,037,455","718,909"
6025,California,Imperial,2012,"14,034,019","3,490,458"
6027,California,Inyo,2012,"729,807","230,503"
6029,California,Kern,2012,"18,954,618","3,931,702"
6031,California,Kings,2012,"21,924,748","4,368,116"
6033,California,Lake,2012,"217,998","63,289"
6035,California,Lassen,2012,"2,028,168","627,271"
6037,California,Los Angeles,2012,"635,025","135,069"
6039,California,Madera,2012,"9,545,222","2,000,169"
6041,California,Marin,2012,"2,133,648","505,907"
6043,California,Mariposa,2012,"1,186,458","287,169"
6045,California,Mendocino,2012,"1,098,979","256,821"
6047,California,Merced,2012,"34,731,909","7,246,742"
6049,California,Modoc,2012,"2,889,256","691,251"
6051,California,Mono,2012,"180,913","44,648"
6053,California,Monterey,2012,"2,735,520","666,042"
6055,California,Napa,2012,"494,698","118,807"
6057,California,Nevada,2012,"318,405","87,823"
6059,California,Orange,2012,"99,436","18,971"
6061,California,Placer,2012,"820,739","190,325"
6063,California,Plumas,2012,"782,396","191,485"
6065,California,Riverside,2012,"7,934,009","1,987,163"
6067,California,Sacramento,2012,"3,165,134","733,539"
6069,California,San Benito,2012,"1,803,657","438,093"
6071,California,San Bernardino,2012,"9,912,999","2,016,550"
6073,California,San Diego,2012,"2,590,366","781,322"
6075,California,San Francisco,2012,0,0
6077,California,San Joaquin,2012,"14,781,836","3,186,024"
6079,California,San Luis Obispo,2012,"3,050,769","900,830"
6081,California,San Mateo,2012,"195,804","46,460"
6083,California,Santa Barbara,2012,"2,368,551","561,066"
6085,California,Santa Clara,2012,"790,078","230,991"
6087,California,Santa Cruz,2012,"219,267","51,458"
6089,California,Shasta,2012,"1,738,877","496,373"
6091,California,Sierra,2012,"495,604","119,988"
6093,California,Siskiyou,2012,"2,621,057","801,420"
6095,California,Solano,2012,"2,971,735","771,920"
6097,California,Sonoma,2012,"5,429,010","1,147,409"
6099,California,Stanislaus,2012,"27,502,040","6,224,029"
6101,California,Sutter,2012,"426,455","118,866"
6103,California,Tehama,2012,"3,124,165","859,841"
6105,California,Trinity,2012,"250,628","78,447"
6107,California,Tulare,2012,"59,052,805","11,472,089"
6109,California,Tuolumne,2012,"440,581","133,143"
6111,California,Ventura,2012,"424,809","113,236"
6113,California,Yolo,2012,"1,015,641","237,180"
6115,California,Yuba,2012,"846,656","207,322"
8001,Colorado,Adams,2012,"884,088","208,539"
8003,Colorado,Alamosa,2012,"578,322","174,435"
8005,Colorado,Arapahoe,2012,"527,207","153,325"
8007,Colorado,Archuleta,2012,"660,567","185,741"
8009,Colorado,Baca,2012,"1,846,495","554,842"
8011,Colorado,Bent,2012,"1,676,137","408,903"
8013,Colorado,Boulder,2012,"639,150","174,812"
8014,Colorado,Broomfield,2012,"15,131","3,795"
8015,Colorado,Chaffee,2012,"378,068","112,808"
8017,Colorado,Cheyenne,2012,"1,568,309","382,554"
8019,Colorado,Clear Creek,2012,"8,413","1,941"
8021,Colorado,Conejos,2012,"1,421,242","447,803"
8023,Colorado,Costilla,2012,"366,665","112,876"
8025,Colorado,Crowley,2012,"3,564,400","887,099"
8027,Colorado,Custer,2012,"458,055","109,974"
8029,Colorado,Delta,2012,"1,849,526","524,391"
8031,Colorado,Denver,2012,"8,483","1,469"
8033,Colorado,Dolores,2012,"231,103","55,120"
8035,Colorado,Douglas,2012,"609,680","153,860"
8037,Colorado,Eagle,2012,"385,706","111,048"
8039,Colorado,Elbert,2012,"2,164,240","514,777"
8041,Colorado,El Paso,2012,"1,325,162","378,270"
8043,Colorado,Fremont,2012,"909,694","232,643"
8045,Colorado,Garfield,2012,"1,118,138","327,511"
8047,Colorado,Gilpin,2012,"5,841","1,012"
8049,Colorado,Grand,2012,"687,492","210,312"
8051,Colorado,Gunnison,2012,"873,635","271,047"
8053,Colorado,Hinsdale,2012,"66,151","20,082"
8055,Colorado,Huerfano,2012,"806,611","192,121"
8057,Colorado,Jackson,2012,"1,317,830","318,038"
8059,Colorado,Jefferson,2012,"226,252","53,789"
8061,Colorado,Kiowa,2012,"924,206","223,671"
8063,Colorado,Kit Carson,2012,"6,435,894","1,599,917"
8065,Colorado,Lake,2012,"20,591","6,303"
8067,Colorado,La Plata,2012,"1,263,467","371,722"
8069,Colorado,Larimer,2012,"2,411,446","582,495"
8071,Colorado,Las Animas,2012,"2,057,477","655,579"
8073,Colorado,Lincoln,2012,"1,784,065","550,604"
8075,Colorado,Logan,2012,"7,551,111","2,062,141"
8077,Colorado,Mesa,2012,"2,681,051","622,093"
8079,Colorado,Mineral,2012,"8,836","1,864"
8081,Colorado,Moffat,2012,"1,806,903","513,270"
8083,Colorado,Montezuma,2012,"1,186,527","358,306"
8085,Colorado,Montrose,2012,"3,032,523","724,588"
8087,Colorado,Morgan,2012,"9,085,143","2,166,518"
8089,Colorado,Otero,2012,"2,937,254","820,735"
8091,Colorado,Ouray,2012,"300,316","93,707"
8093,Colorado,Park,2012,"362,084","103,925"
8095,Colorado,Phillips,2012,"1,503,001","373,369"
8097,Colorado,Pitkin,2012,"206,818","60,738"
8099,Colorado,Prowers,2012,"3,981,523","1,085,309"
8101,Colorado,Pueblo,2012,"1,823,727","436,233"
8103,Colorado,Rio Blanco,2012,"1,538,711","357,432"
8105,Colorado,Rio Grande,2012,"761,207","231,065"
8107,Colorado,Routt,2012,"1,910,919","571,025"
8109,Colorado,Saguache,2012,"1,074,081","342,332"
8111,Colorado,San Juan,2012,0,0
8113,Colorado,San Miguel,2012,"401,662","96,355"
8115,Colorado,Sedgwick,2012,"843,356","206,358"
8117,Colorado,Summit,2012,"48,234","13,728"
8119,Colorado,Teller,2012,"109,249","32,344"
8121,Colorado,Washington,2012,"3,303,907","813,320"
8123,Colorado,Weld,2012,"25,563,044","6,299,534"
8125,Colorado,Yuma,2012,"10,420,580","2,593,204"
9001,Connecticut,Fairfield,2012,"119,370","24,458"
9003,Connecticut,Hartford,2012,"280,694","62,403"
9005,Connecticut,Litchfield,2012,"737,412","163,353"
9007,Connecticut,Middlesex,2012,"165,786","35,990"
9009,Connecticut,New Haven,2012,"235,241","50,997"
9011,Connecticut,New London,2012,"668,005","140,595"
9013,Connecticut,Tolland,2012,"624,675","129,679"
9015,Connecticut,Windham,2012,"681,606","142,264"
10001,Delaware,Kent,2012,"3,416,948","980,566"
10003,Delaware,New Castle,2012,"165,775","33,360"
10005,Delaware,Sussex,2012,"13,422,438","4,003,013"
11001,District of Columbia,District of Columbia,2012,0,0
12001,Florida,Alachua,2012,"2,086,243","635,418"
12003,Florida,Baker,2012,"462,789","141,361"
12005,Florida,Bay,2012,"52,266","14,719"
12007,Florida,Bradford,2012,"481,572","115,473"
12009,Florida,Brevard,2012,"1,186,525","384,310"
12011,Florida,Broward,2012,"258,491","65,769"
12013,Florida,Calhoun,2012,"230,410","72,870"
12015,Florida,Charlotte,2012,"1,238,931","408,112"
12017,Florida,Citrus,2012,"522,281","123,189"
12019,Florida,Clay,2012,"388,547","91,922"
12021,Florida,Collier,2012,"569,083","181,823"
12023,Florida,Columbia,2012,"1,715,211","561,734"
12027,Florida,DeSoto,2012,"3,121,535","963,737"
12029,Florida,Dixie,2012,"300,324","71,816"
12031,Florida,Duval,2012,"430,372","101,260"
12033,Florida,Escambia,2012,"272,516","77,774"
12035,Florida,Flagler,2012,"174,435","57,189"
12037,Florida,Franklin,2012,0,0
12039,Florida,Gadsden,2012,"214,739","66,369"
12041,Florida,Gilchrist,2012,"1,838,948","421,766"
12043,Florida,Glades,2012,"3,519,177","851,565"
12045,Florida,Gulf,2012,0,0
12047,Florida,Hamilton,2012,"531,410","163,049"
12049,Florida,Hardee,2012,"3,773,344","1,057,717"
12051,Florida,Hendry,2012,"3,547,900","862,047"
12053,Florida,Hernando,2012,"1,489,687","432,651"
12055,Florida,Highlands,2012,"6,160,444","1,915,236"
12057,Florida,Hillsborough,2012,"2,016,877","628,702"
12059,Florida,Holmes,2012,"1,128,315","326,061"
12061,Florida,Indian River,2012,"986,502","321,917"
12063,Florida,Jackson,2012,"2,231,555","680,054"
12065,Florida,Jefferson,2012,"949,543","227,211"
12067,Florida,Lafayette,2012,"1,985,501","472,108"
12069,Florida,Lake,2012,"1,234,626","389,508"
12071,Florida,Lee,2012,"569,435","178,357"
12073,Florida,Leon,2012,"145,355","32,654"
12075,Florida,Levy,2012,"1,874,837","439,856"
12077,Florida,Liberty,2012,"60,814","19,222"
12079,Florida,Madison,2012,"2,132,547","550,645"
12081,Florida,Manatee,2012,"1,680,733","487,298"
12083,Florida,Marion,2012,"2,281,050","743,609"
12085,Florida,Martin,2012,"1,984,601","480,399"
12086,Florida,Miami-Dade,2012,"335,276","91,239"
12087,Florida,Monroe,2012,"2,659",589
12089,Florida,Nassau,2012,"353,589","84,062"
12091,Florida,Okaloosa,2012,"335,956","103,231"
12093,Florida,Okeechobee,2012,"9,407,240","2,632,739"
12095,Florida,Orange,2012,"956,386","307,553"
12097,Florida,Osceola,2012,"4,733,691","1,556,802"
12099,Florida,Palm Beach,2012,"786,256","206,249"
12101,Florida,Pasco,2012,"1,651,606","520,576"
12103,Florida,Pinellas,2012,"38,611","7,823"
12105,Florida,Polk,2012,"4,734,936","1,547,182"
12107,Florida,Putnam,2012,"557,153","139,263"
12109,Florida,St. Johns,2012,"88,346","26,084"
12111,Florida,St. Lucie,2012,"2,273,046","547,743"
12113,Florida,Santa Rosa,2012,"279,363","81,062"
12115,Florida,Sarasota,2012,"922,715","219,579"
12117,Florida,Seminole,2012,"208,812","63,387"
12119,Florida,Sumter,2012,"2,639,953","633,262"
12121,Florida,Suwannee,2012,"5,484,016","1,536,029"
12123,Florida,Taylor,2012,"215,635","69,822"
12125,Florida,Union,2012,"417,394","135,283"
12127,Florida,Volusia,2012,"756,926","176,820"
12129,Florida,Wakulla,2012,"61,795","17,928"
12131,Florida,Walton,2012,"1,110,757","277,824"
12133,Florida,Washington,2012,"443,536","134,756"
13001,Georgia,Appling,2012,"1,963,341","567,685"
13003,Georgia,Atkinson,2012,"1,470,144","446,145"
13005,Georgia,Bacon,2012,"1,084,377","349,824"
13007,Georgia,Baker,2012,"611,051","192,735"
13009,Georgia,Baldwin,2012,"107,076","25,461"
13011,Georgia,Banks,2012,"4,171,320","1,294,862"
13013,Georgia,Barrow,2012,"1,015,543","279,925"
13015,Georgia,Bartow,2012,"2,243,679","660,951"
13017,Georgia,Ben Hill,2012,"84,784","26,172"
13019,Georgia,Berrien,2012,"608,307","170,522"
13021,Georgia,Bibb,2012,"309,831","88,196"
13023,Georgia,Bleckley,2012,"210,329","50,127"
13025,Georgia,Brantley,2012,"110,636","33,735"
13027,Georgia,Brooks,2012,"914,604","195,991"
13029,Georgia,Bryan,2012,"30,917","8,855"
13031,Georgia,Bulloch,2012,"549,362","169,242"
13033,Georgia,Burke,2012,"1,275,933","311,293"
13035,Georgia,Butts,2012,"169,442","51,695"
13037,Georgia,Calhoun,2012,"175,433","52,511"
13039,Georgia,Camden,2012,"34,993","10,746"
13043,Georgia,Candler,2012,"189,638","45,677"
13045,Georgia,Carroll,2012,"4,750,275","1,437,509"
13047,Georgia,Catoosa,2012,"985,447","288,167"
13049,Georgia,Charlton,2012,"50,720","15,077"
13051,Georgia,Chatham,2012,"20,605","5,866"
13053,Georgia,Chattahoochee,2012,"1,308",271
13055,Georgia,Chattooga,2012,"657,223","170,100"
13057,Georgia,Cherokee,2012,"659,190","176,205"
13059,Georgia,Clarke,2012,"85,269","19,519"
13061,Georgia,Clay,2012,"84,814","27,295"
13063,Georgia,Clayton,2012,"2,689",477
13065,Georgia,Clinch,2012,"9,110","2,936"
13067,Georgia,Cobb,2012,"40,464","8,710"
13069,Georgia,Coffee,2012,"2,798,657","872,779"
13071,Georgia,Colquitt,2012,"2,580,979","749,484"
13073,Georgia,Columbia,2012,"60,222","14,661"
13075,Georgia,Cook,2012,"458,880","139,762"
13077,Georgia,Coweta,2012,"439,337","103,061"
13079,Georgia,Crawford,2012,"732,288","222,587"
13081,Georgia,Crisp,2012,"356,954","93,317"
13083,Georgia,Dade,2012,"791,092","230,102"
13085,Georgia,Dawson,2012,"1,492,881","453,049"
13087,Georgia,Decatur,2012,"982,824","266,131"
13089,Georgia,DeKalb,2012,"10,569","1,831"
13091,Georgia,Dodge,2012,"638,399","193,158"
13093,Georgia,Dooly,2012,"332,975","93,420"
13095,Georgia,Dougherty,2012,"116,280","27,592"
13097,Georgia,Douglas,2012,"56,734","16,703"
13099,Georgia,Early,2012,"769,206","186,775"
13101,Georgia,Echols,2012,"75,685","23,310"
13103,Georgia,Effingham,2012,"197,056","62,048"
13105,Georgia,Elbert,2012,"2,186,463","638,832"
13107,Georgia,Emanuel,2012,"385,660","93,232"
13109,Georgia,Evans,2012,"749,768","227,237"
13111,Georgia,Fannin,2012,"337,899","102,007"
13113,Georgia,Fayette,2012,"54,636","15,701"
13115,Georgia,Floyd,2012,"2,050,246","579,466"
13117,Georgia,Forsyth,2012,"737,036","219,837"
13119,Georgia,Franklin,2012,"9,305,045","2,801,318"
13121,Georgia,Fulton,2012,"100,567","28,105"
13123,Georgia,Gilmer,2012,"5,240,856","1,574,036"
13125,Georgia,Glascock,2012,"151,438","36,933"
13127,Georgia,Glynn,2012,"25,686","6,184"
13129,Georgia,Gordon,2012,"5,884,226","1,723,394"
13131,Georgia,Grady,2012,"1,183,063","319,213"
13133,Georgia,Greene,2012,"822,648","220,719"
13135,Georgia,Gwinnett,2012,"77,479","22,284"
13137,Georgia,Habersham,2012,"3,220,130","984,453"
13139,Georgia,Hall,2012,"3,462,555","1,120,555"
13141,Georgia,Hancock,2012,"144,289","34,771"
13143,Georgia,Haralson,2012,"1,251,093","378,374"
13145,Georgia,Harris,2012,"132,854","38,430"
13147,Georgia,Hart,2012,"5,177,932","1,608,984"
13149,Georgia,Heard,2012,"973,151","295,312"
13151,Georgia,Henry,2012,"181,778","53,499"
13153,Georgia,Houston,2012,"288,759","69,304"
13155,Georgia,Irwin,2012,"628,163","194,943"
13157,Georgia,Jackson,2012,"5,318,979","1,626,253"
13159,Georgia,Jasper,2012,"429,673","103,166"
13161,Georgia,Jeff Davis,2012,"501,185","155,194"
13163,Georgia,Jefferson,2012,"780,482","204,943"
13165,Georgia,Jenkins,2012,"234,609","71,275"
13167,Georgia,Johnson,2012,"191,725","60,271"
13169,Georgia,Jones,2012,"323,604","78,541"
13171,Georgia,Lamar,2012,"1,170,351","351,558"
13173,Georgia,Lanier,2012,"67,926","16,578"
13175,Georgia,Laurens,2012,"460,533","134,605"
13177,Georgia,Lee,2012,"522,458","126,773"
13179,Georgia,Liberty,2012,"27,561","8,178"
13181,Georgia,Lincoln,2012,"165,951","51,853"
13183,Georgia,Long,2012,"299,927","90,725"
13185,Georgia,Lowndes,2012,"221,244","53,228"
13187,Georgia,Lumpkin,2012,"970,345","295,354"
13189,Georgia,McDuffie,2012,"363,815","86,448"
13191,Georgia,McIntosh,2012,"19,664","4,862"
13193,Georgia,Macon,2012,"2,843,760","716,256"
13195,Georgia,Madison,2012,"5,520,402","1,617,953"
13197,Georgia,Marion,2012,"689,623","196,228"
13199,Georgia,Meriwether,2012,"411,235","98,961"
13201,Georgia,Miller,2012,"441,473","112,809"
13205,Georgia,Mitchell,2012,"2,674,639","751,276"
13207,Georgia,Monroe,2012,"837,509","251,882"
13209,Georgia,Montgomery,2012,"92,022","29,396"
13211,Georgia,Morgan,2012,"2,609,893","729,333"
13213,Georgia,Murray,2012,"1,813,249","526,603"
13215,Georgia,Muscogee,2012,"8,515","2,376"
13217,Georgia,Newton,2012,"340,347","80,391"
13219,Georgia,Oconee,2012,"1,435,867","402,361"
13221,Georgia,Oglethorpe,2012,"4,654,398","1,406,748"
13223,Georgia,Paulding,2012,"402,934","122,127"
13225,Georgia,Peach,2012,"68,034","19,242"
13227,Georgia,Pickens,2012,"1,471,813","445,401"
13229,Georgia,Pierce,2012,"166,445","39,444"
13231,Georgia,Pike,2012,"457,592","119,505"
13233,Georgia,Polk,2012,"1,061,012","313,731"
13235,Georgia,Pulaski,2012,"703,817","210,774"
13237,Georgia,Putnam,2012,"622,988","139,296"
13239,Georgia,Quitman,2012,"64,275","19,982"
13241,Georgia,Rabun,2012,"484,925","146,764"
13243,Georgia,Randolph,2012,"280,463","88,415"
13245,Georgia,Richmond,2012,"86,135","22,320"
13247,Georgia,Rockdale,2012,"46,818","11,108"
13249,Georgia,Schley,2012,"435,538","132,294"
13251,Georgia,Screven,2012,"407,498","120,126"
13253,Georgia,Seminole,2012,"441,893","107,739"
13255,Georgia,Spalding,2012,"222,762","55,461"
13257,Georgia,Stephens,2012,"1,556,389","465,247"
13259,Georgia,Stewart,2012,"51,700","15,704"
13261,Georgia,Sumter,2012,"1,039,661","275,847"
13263,Georgia,Talbot,2012,"107,426","35,232"
13265,Georgia,Taliaferro,2012,"150,617","35,969"
13267,Georgia,Tattnall,2012,"3,778,657","1,128,334"
13269,Georgia,Taylor,2012,"408,544","112,831"
13271,Georgia,Telfair,2012,"219,342","65,870"
13273,Georgia,Terrell,2012,"119,921","36,229"
13275,Georgia,Thomas,2012,"748,876","191,122"
13277,Georgia,Tift,2012,"385,177","92,878"
13279,Georgia,Toombs,2012,"437,055","133,047"
13281,Georgia,Towns,2012,"155,739","44,670"
13283,Georgia,Treutlen,2012,"58,685","17,068"
13285,Georgia,Troup,2012,"276,484","79,320"
13287,Georgia,Turner,2012,"400,328","125,622"
13289,Georgia,Twiggs,2012,"108,320","34,023"
13291,Georgia,Union,2012,"291,361","85,869"
13293,Georgia,Upson,2012,"802,081","221,062"
13295,Georgia,Walker,2012,"3,062,602","928,333"
13297,Georgia,Walton,2012,"958,646","268,914"
13299,Georgia,Ware,2012,"288,560","71,900"
13301,Georgia,Warren,2012,"194,883","46,259"
13303,Georgia,Washington,2012,"385,275","94,276"
13305,Georgia,Wayne,2012,"803,275","261,183"
13307,Georgia,Webster,2012,"103,627","32,121"
13309,Georgia,Wheeler,2012,"64,425","20,480"
13311,Georgia,White,2012,"1,894,875","551,730"
13313,Georgia,Whitfield,2012,"2,171,895","638,700"
13315,Georgia,Wilcox,2012,"1,059,691","300,856"
13317,Georgia,Wilkes,2012,"2,135,140","622,784"
13319,Georgia,Wilkinson,2012,"76,499","23,869"
13321,Georgia,Worth,2012,"753,208","196,448"
16001,Idaho,Ada,2012,"5,582,313","1,306,416"
16003,Idaho,Adams,2012,"640,466","190,440"
16005,Idaho,Bannock,2012,"1,234,163","343,927"
