Rowid_,FIPS,Y45,Y46,Y47,Y48,Y49,Y50,Y51,Y52,Y53,Y54,Y55,Y56,Y57,Y58,Y59,Y60,Y61,Y62,Y63,Y64,STATE
,1063,342219.3125000,307545.5000000,326812.8125000,431403.9062500,455745.0937500,438127.0937500,511283.9062500,582480.6250000,572281.1250000,596393.1250000,634691.1250000,612028.8750000,580646.3750000,532969.8750000,621666.3125000,661524.8750000,672878.3125000,705052.1250000,727107.8750000,765014.0000000,1
,1065,781800.0000000,702587.6250000,746603.8750000,985542.1250000,1041150.0000000,1000901.0000000,1168028.0000000,1330677.0000000,1307376.0000000,1362460.0000000,1449952.0000000,1398180.0000000,1326487.0000000,1217570.0000000,1420197.0000000,1511254.0000000,1537190.0000000,1610692.0000000,1661078.0000000,1747674.0000000,1
,1067,884221.0000000,794631.3125000,844413.8750000,1114655.0000000,1177547.0000000,1132026.0000000,1321048.0000000,1505005.0000000,1478651.0000000,1540951.0000000,1639905.0000000,1581351.0000000,1500265.0000000,1377079.0000000,1606252.0000000,1709238.0000000,1738572.0000000,1821703.0000000,1878690.0000000,1976631.0000000,1
,1069,1566464.0000000,1407749.0000000,1495942.0000000,1974694.0000000,2086113.0000000,2005469.0000000,2340334.0000000,2666228.0000000,2619541.0000000,2729910.0000000,2905215.0000000,2801481.0000000,2657832.0000000,2439599.0000000,2845595.0000000,3028043.0000000,3080011.0000000,3227283.0000000,3328240.0000000,3501750.0000000,1
,1071,1151275.0000000,1034628.0000000,1099446.0000000,1451305.0000000,1533193.0000000,1473923.0000000,1720033.0000000,1959549.0000000,1925237.0000000,2006353.0000000,2135193.0000000,2058954.0000000,1953379.0000000,1792988.0000000,2091375.0000000,2225466.0000000,2263660.0000000,2371897.0000000,2446096.0000000,2573618.0000000,1
,1073,93518.7031250,84043.2968750,89308.6015625,117890.2968750,124542.0000000,119727.5000000,139719.2031250,159175.2031250,156388.0000000,162977.0937500,173442.7968750,167249.9062500,158674.0000000,145645.2968750,169883.5000000,180775.7031250,183878.2968750,192670.5000000,198697.7031250,209056.2968750,1
,1075,233715.0937500,210035.0000000,223193.4062500,294622.8125000,311246.3125000,299214.3125000,349176.0000000,397799.0937500,390833.4062500,407300.4062500,433455.6875000,417978.6875000,396546.4062500,363986.1875000,424560.4062500,451781.5000000,459535.0937500,481507.9062500,496570.6875000,522458.3125000,1
,1077,959267.5000000,862074.0000000,916081.8750000,1209259.0000000,1277489.0000000,1228105.0000000,1433169.0000000,1632739.0000000,1604149.0000000,1671736.0000000,1779089.0000000,1715565.0000000,1627597.0000000,1493956.0000000,1742579.0000000,1854306.0000000,1886130.0000000,1976316.0000000,2038140.0000000,2144394.0000000,1
,1079,1218458.0000000,1095003.0000000,1163604.0000000,1535996.0000000,1622662.0000000,1559934.0000000,1820406.0000000,2073899.0000000,2037584.0000000,2123433.0000000,2259792.0000000,2179104.0000000,2067368.0000000,1897618.0000000,2213417.0000000,2355333.0000000,2395756.0000000,2510309.0000000,2588838.0000000,2723801.0000000,1
,1081,278360.0937500,250156.5937500,265828.5937500,350902.5937500,370701.6875000,356371.3125000,415876.8125000,473788.0000000,465491.8125000,485104.3125000,516255.8125000,497822.4062500,472296.0000000,433516.0937500,505661.4062500,538082.3750000,547317.1250000,573487.3125000,591427.3750000,622260.0000000,1
,1083,1531775.0000000,1376574.0000000,1462815.0000000,1930965.0000000,2039916.0000000,1961058.0000000,2288508.0000000,2607185.0000000,2561532.0000000,2669457.0000000,2840879.0000000,2739443.0000000,2598975.0000000,2385575.0000000,2782580.0000000,2960987.0000000,3011805.0000000,3155815.0000000,3254537.0000000,3424204.0000000,1
,1085,632033.6250000,567995.6250000,603579.8750000,796745.6250000,841700.6250000,809162.5000000,944273.3750000,1075764.0000000,1056927.0000000,1101459.0000000,1172190.0000000,1130336.0000000,1072377.0000000,984324.5000000,1148135.0000000,1221749.0000000,1242717.0000000,1302138.0000000,1342872.0000000,1412879.0000000,1
,1087,541052.1250000,486232.4062500,516694.3125000,682053.8125000,720537.5000000,692683.3125000,808344.8750000,920907.8125000,904782.1250000,942903.3750000,1003453.0000000,967623.8125000,918007.6250000,842630.6250000,982860.5000000,1045877.0000000,1063827.0000000,1114694.0000000,1149565.0000000,1209495.0000000,1
,1089,2230502.0000000,2004506.0000000,2130086.0000000,2811785.0000000,2970435.0000000,2855605.0000000,3332423.0000000,3796466.0000000,3729988.0000000,3887144.0000000,4136761.0000000,3989054.0000000,3784511.0000000,3473767.0000000,4051868.0000000,4311657.0000000,4385655.0000000,4595356.0000000,4739110.0000000,4986172.0000000,1
,1091,601884.6250000,540901.3750000,574788.3125000,758739.6250000,801550.3125000,770564.3125000,899230.1250000,1024449.0000000,1006510.0000000,1048918.0000000,1116275.0000000,1076417.0000000,1021223.0000000,937370.8125000,1093367.0000000,1163469.0000000,1183437.0000000,1240024.0000000,1278815.0000000,1345483.0000000,1
,1093,314102.9062500,282277.8125000,299962.1875000,395960.1875000,418301.5937500,402131.0000000,469277.3125000,534624.6250000,525263.1250000,547394.0000000,582545.5000000,561745.1250000,532941.0000000,489181.5937500,570590.8125000,607174.6250000,617595.3125000,647125.8125000,667369.3750000,702161.1250000,1
,1095,675818.1250000,607343.8750000,645393.3125000,851940.8125000,900010.0000000,865217.8750000,1009689.0000000,1150289.0000000,1130147.0000000,1177763.0000000,1253395.0000000,1208641.0000000,1146666.0000000,1052514.0000000,1227673.0000000,1306386.0000000,1328807.0000000,1392344.0000000,1435900.0000000,1510757.0000000,1
,1097,766176.8750000,688547.3750000,731684.0000000,965847.5000000,1020344.0000000,980899.8125000,1144687.0000000,1304085.0000000,1281250.0000000,1335233.0000000,1420977.0000000,1370239.0000000,1299979.0000000,1193238.0000000,1391816.0000000,1481053.0000000,1506472.0000000,1578504.0000000,1627884.0000000,1712750.0000000,1
,1099,726531.5000000,652919.0000000,693823.5000000,915870.3750000,967546.8125000,930143.8125000,1085456.0000000,1236606.0000000,1214953.0000000,1266142.0000000,1347449.0000000,1299337.0000000,1232712.0000000,1131495.0000000,1319797.0000000,1404417.0000000,1428520.0000000,1496826.0000000,1543650.0000000,1624124.0000000,1
,1101,1092802.0000000,982078.8750000,1043605.0000000,1377594.0000000,1455322.0000000,1399063.0000000,1632673.0000000,1860024.0000000,1827454.0000000,1904450.0000000,2026747.0000000,1954380.0000000,1854167.0000000,1701922.0000000,1985155.0000000,2112434.0000000,2148689.0000000,2251429.0000000,2321859.0000000,2442904.0000000,1
,1103,565830.0000000,508499.9062500,540356.8125000,713289.0000000,753535.1250000,724405.3750000,845363.8125000,963081.5000000,946217.5000000,986084.5000000,1049407.0000000,1011937.0000000,960048.6250000,881219.6250000,1027872.0000000,1093774.0000000,1112546.0000000,1165743.0000000,1202210.0000000,1264884.0000000,1
,1105,726516.8750000,652905.8125000,693809.5000000,915851.8125000,967527.1250000,930125.0000000,1085434.0000000,1236581.0000000,1214928.0000000,1266117.0000000,1347422.0000000,1299311.0000000,1232687.0000000,1131472.0000000,1319771.0000000,1404389.0000000,1428492.0000000,1496795.0000000,1543619.0000000,1624092.0000000,1
,1107,555103.3125000,498859.9062500,530112.8125000,699766.6250000,739249.8125000,710672.3125000,829337.6250000,944823.6250000,928279.3750000,967390.5000000,1029513.0000000,992752.8750000,941848.3125000,864513.6250000,1008385.0000000,1073039.0000000,1091455.0000000,1143643.0000000,1179419.0000000,1240905.0000000,1
,1109,1501774.0000000,1349613.0000000,1434165.0000000,1893146.0000000,1999963.0000000,1922650.0000000,2243686.0000000,2556122.0000000,2511363.0000000,2617174.0000000,2785239.0000000,2685789.0000000,2548072.0000000,2338852.0000000,2728081.0000000,2902994.0000000,2952817.0000000,3094007.0000000,3190795.0000000,3357139.0000000,1
,1111,174351.5937500,156686.2031250,166502.4062500,219788.7031250,232189.9062500,223214.0000000,260485.5000000,296758.3125000,291561.9062500,303846.3125000,323358.0937500,311812.3125000,295823.8125000,271533.9062500,316722.3125000,337029.3125000,342813.4062500,359205.1875000,370442.0000000,389754.0937500,1
,1113,386923.6875000,347720.4062500,369504.5937500,487758.5000000,515279.4062500,495360.0000000,578073.3125000,658570.5000000,647038.6250000,674300.3750000,717601.3750000,691978.6250000,656496.6250000,602592.1250000,702875.0000000,747940.3750000,760776.8125000,797153.6250000,822090.5000000,864948.3125000,1
,1115,225020.5000000,202221.2968750,214890.2031250,283662.3125000,299667.4062500,288083.0937500,336186.0937500,383000.3125000,376293.8125000,392148.1875000,417330.4062500,402429.1875000,381794.1875000,350445.3125000,408766.0937500,434974.5000000,442439.6875000,463595.0937500,478097.4062500,503021.9062500,1
,1117,300408.1875000,269970.5937500,286884.0000000,378696.5000000,400063.8125000,384598.3125000,448817.0937500,511315.3125000,502361.9062500,523527.9062500,557146.8125000,537253.3750000,509705.0937500,467853.5000000,545713.3125000,580702.1250000,590668.3750000,618911.3750000,638272.3750000,671547.3125000,1
,1119,528900.5000000,475312.0000000,505089.8125000,666735.3750000,704354.8125000,677126.1250000,790190.0000000,900224.8125000,884461.3750000,921726.5000000,980916.1250000,945891.5000000,897389.8750000,823705.8125000,960786.1250000,1022388.0000000,1039934.0000000,1089659.0000000,1123746.0000000,1182330.0000000,1
,1121,421212.1875000,378534.8125000,402249.5000000,530982.8125000,560942.6250000,539257.8750000,629301.1250000,716932.0000000,704378.1250000,734055.8125000,781193.8750000,753300.6250000,714674.3125000,655992.8125000,765162.6250000,814221.6250000,828195.5000000,867796.0000000,894942.8125000,941598.5000000,1
,1123,187527.0000000,168526.7031250,179084.7031250,236397.7031250,249736.0937500,240081.9062500,280169.8125000,319183.8125000,313594.6875000,326807.4062500,347793.6875000,335375.4062500,318178.5937500,292053.0937500,340656.4062500,362497.9062500,368719.1875000,386349.5937500,398435.5937500,419207.0937500,1
,1125,375929.3125000,337839.9062500,359005.3125000,473898.9062500,500637.9062500,481284.4062500,561647.5000000,639857.3750000,628653.3125000,655140.3125000,697210.8750000,672316.3125000,637842.3750000,585469.5000000,682902.8750000,726687.8750000,739159.5000000,774502.6250000,798731.0000000,840370.8750000,1
,1127,117970.3984375,106017.5000000,112659.3984375,148714.2031250,157105.0937500,151031.7968750,176250.5937500,200793.5937500,197277.5937500,205589.5000000,218791.7031250,210979.5000000,200161.2968750,183726.2031250,214301.7031250,228041.7968750,231955.5937500,243046.5937500,250649.7031250,263716.8125000,1
,1129,183758.2968750,165139.9062500,175485.7031250,231647.0000000,244717.2968750,235257.0937500,274539.4062500,312769.3125000,307292.5937500,320239.6875000,340804.3125000,328635.5000000,311784.3125000,286183.9062500,333810.4062500,355212.9062500,361309.3125000,378585.4062500,390428.4062500,410782.5000000,1
,1131,473335.3125000,425376.6875000,452026.0000000,596689.5000000,630356.6250000,605988.6250000,707174.3125000,805649.0000000,791541.6250000,824891.8125000,877863.0000000,846518.1250000,803111.8750000,737168.8750000,859847.8750000,914977.8125000,930680.8750000,975181.8125000,1005688.0000000,1058117.0000000,1
,1133,102109.3984375,91763.6015625,97512.5000000,128719.7968750,135982.5937500,130725.7968750,152553.9062500,173797.2031250,170753.9062500,177948.2968750,189375.5000000,182613.5937500,173249.9062500,159024.4062500,185489.2031250,197382.0000000,200769.5000000,210369.4062500,216950.2968750,228260.4062500,1
,2010,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,2
,2020,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,2
,2090,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,2
,2110,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,2
,2122,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,2
,4001,2537.8999023,3280.1000977,7480.2998047,8413.0000000,6764.5000000,10847.2001953,23662.5996094,26501.1992188,31262.5000000,34404.8984375,36525.6992188,38112.8007813,44250.5000000,51287.1015625,52343.8007813,48215.6015625,58488.8984375,61115.6992188,65030.0000000,67556.2968750,4
,4003,204844.7031250,264751.3125000,603766.1250000,679055.3750000,545996.0000000,875525.0000000,1909918.0000000,2139033.0000000,2523341.0000000,2776983.0000000,2948157.0000000,3076259.0000000,3571664.0000000,4139623.0000000,4224910.0000000,3891707.0000000,4720913.0000000,4932936.0000000,5248877.0000000,5452782.0000000,4
,4005,445.3999939,575.7000122,1312.9000244,1476.5999756,1187.3000488,1903.9000244,4153.2001953,4651.3999023,5487.1000977,6038.7001953,6410.8999023,6689.3999023,7766.7001953,9001.7998047,9187.2001953,8462.7001953,10265.7998047,10726.9003906,11413.9003906,11857.2998047,4
,4007,301.5000000,389.7000122,888.7000122,999.5999756,803.7000122,1288.8000488,2811.3999023,3148.6999512,3714.3999023,4087.6999512,4339.7001953,4528.2998047,5257.5000000,6093.5000000,6219.1000977,5728.6000977,6949.2001953,7261.2998047,7726.3999023,8026.5000000,4
,4009,84154.6015625,108765.5000000,248040.0937500,278970.4062500,224306.9062500,359684.4062500,784635.1250000,878760.5000000,1036643.0000000,1140844.0000000,1211166.0000000,1263793.0000000,1467316.0000000,1700646.0000000,1735684.0000000,1598797.0000000,1939452.0000000,2026556.0000000,2156351.0000000,2240120.0000000,4
,4011,5720.0000000,7392.7001953,16859.1992188,18961.5000000,15246.0000000,24447.5996094,53331.3007813,59729.0000000,70460.2031250,77542.7031250,82322.3984375,85899.5000000,99732.8984375,115592.2031250,117973.7031250,108669.5000000,131823.7968750,137744.2031250,146566.2968750,152260.0000000,4
,4013,797659.1250000,1030934.0000000,2351048.0000000,2644222.0000000,2126093.0000000,3409269.0000000,7437165.0000000,8329332.0000000,9825816.0000000,10813490.0000000,11480036.0000000,11978864.0000000,13907954.0000000,16119570.0000000,16451678.0000000,15154194.0000000,18383100.0000000,19208712.0000000,20438976.0000000,21232976.0000000,4
,4015,8890.5996094,11490.5996094,26204.5000000,29472.0996094,23697.0996094,37999.1992188,82893.6015625,92837.6015625,109517.2031250,120525.6015625,127954.8984375,133514.7031250,155016.0937500,179666.4062500,183368.0937500,168906.5000000,204895.4062500,214097.5937500,227809.9062500,236659.7031250,4
,4017,4194.0000000,5420.6000977,12361.5996094,13903.0996094,11178.7998047,17925.5996094,39104.0000000,43794.8984375,51663.3007813,56856.3984375,60361.0000000,62983.8007813,73126.7968750,84755.2968750,86501.5000000,79679.3984375,96656.7031250,100997.7031250,107466.2968750,111641.1015625,4
,4019,88191.0000000,113982.2968750,259937.0937500,292351.0000000,235065.5000000,376936.4062500,822269.5000000,920909.5000000,1086364.0000000,1195564.0000000,1269258.0000000,1324410.0000000,1537694.0000000,1782216.0000000,1818934.0000000,1675481.0000000,2032476.0000000,2123758.0000000,2259779.0000000,2347565.0000000,4
,4021,473321.5937500,611743.8750000,1395084.0000000,1569050.0000000,1261598.0000000,2023020.0000000,4413126.0000000,4942527.0000000,5830523.0000000,6416597.0000000,6812118.0000000,7108117.0000000,8252816.0000000,9565162.0000000,9762232.0000000,8992318.0000000,10908314.0000000,11398222.0000000,12128248.0000000,12599396.0000000,4
,4023,1679.0000000,2170.0000000,4948.7001953,5565.7998047,4475.2001953,7176.1000977,15654.4003906,17532.3007813,20682.1992188,22761.0996094,24164.0996094,25214.0996094,29274.5996094,33929.8007813,34628.8984375,31897.8007813,38694.3007813,40432.1015625,43021.6992188,44693.0000000,4
,4025,8506.7998047,10994.5996094,25073.3007813,28199.9003906,22674.1992188,36359.0000000,79315.3984375,88830.2031250,104789.7968750,115323.1015625,122431.6015625,127751.5000000,148324.7031250,171911.0000000,175452.9062500,161615.5000000,196051.0000000,204855.9062500,217976.4062500,226444.2031250,4
,4027,493704.4062500,638087.8125000,1455161.0000000,1636619.0000000,1315927.0000000,2110139.0000000,4603170.0000000,5155370.0000000,6081606.0000000,6692918.0000000,7105471.0000000,7414217.0000000,8608210.0000000,9977072.0000000,10182628.0000000,9379560.0000000,11378064.0000000,11889070.0000000,12650532.0000000,13141970.0000000,4
,5001,610916.3125000,1022713.0000000,1197999.0000000,1278580.0000000,1669884.0000000,2126637.0000000,2560628.0000000,2432442.0000000,2653441.0000000,3285165.0000000,3322366.0000000,3881200.0000000,3689710.0000000,3317889.0000000,4136942.0000000,4181394.0000000,4313488.0000000,4628625.0000000,4927746.0000000,5619748.0000000,5
,5003,163538.7031250,273774.1875000,320697.3125000,342268.3125000,447018.1875000,569288.3125000,685465.0000000,651150.3750000,710310.6250000,879419.3750000,889377.8750000,1038975.0000000,987713.8125000,888179.5000000,1107435.0000000,1119335.0000000,1154696.0000000,1239056.0000000,1319129.0000000,1504374.0000000,5
,5005,13764.2998047,23042.3007813,26991.5996094,28807.1992188,37623.5000000,47914.3984375,57692.3984375,54804.3007813,59783.6015625,74016.7031250,74854.7968750,87445.7031250,83131.2968750,74754.0000000,93207.7031250,94209.2968750,97185.3984375,104285.6015625,111025.0000000,126616.2031250,5
,5007,83573.7968750,139907.7968750,163887.0000000,174910.5937500,228441.2968750,290925.3125000,350295.5937500,332759.5937500,362992.5000000,449412.6875000,454501.8125000,530950.8125000,504754.8125000,453889.4062500,565936.3750000,572017.3750000,590088.1250000,633199.0000000,674119.0000000,768785.3750000,5
