USPS	GEOID	ANSICODE	NAME	POP10	HU10	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                    
KS	20121	00485025	Miami County	32787	13190	1490955548	37799723	     575.661	      14.595	 38.566772	 -94.832963                                                                                         
KS	20123	00485026	Mitchell County	6373	3296	1817632788	44979984	     701.792	      17.367	 39.393026	 -98.207362                                                                                        
KS	20125	00485027	Montgomery County	35471	16578	1666728264	20601764	     643.527	       7.954	 37.189537	 -95.742403                                                                                    
KS	20127	00485028	Morris County	5923	3206	1800763909	19710791	     695.279	       7.610	 38.687696	 -96.644905                                                                                          
KS	20129	00485135	Morton County	3233	1467	1889993253	507841	     729.731	       0.196	 37.185249	-101.809516                                                                                            
KS	20131	00485029	Nemaha County	10178	4562	1858126462	5207942	     717.427	       2.011	 39.791043	 -96.005381                                                                                          
KS	20133	00485030	Neosho County	16512	7513	1480106485	16374157	     571.472	       6.322	 37.564283	 -95.315683                                                                                         
KS	20135	00485031	Ness County	3107	1740	2783590502	667491	    1074.750	       0.258	 38.480437	 -99.908745                                                                                              
KS	20137	00485032	Norton County	5671	2542	2274357034	8194926	     878.134	       3.164	 39.783867	 -99.899235                                                                                           
KS	20139	00485033	Osage County	16295	7503	1827283988	37107137	     705.518	      14.327	 38.649706	 -95.727275                                                                                          
KS	20141	00485034	Osborne County	3858	2206	2311573881	4806274	     892.504	       1.856	 39.348649	 -98.767876                                                                                          
KS	20143	00485035	Ottawa County	6091	2779	1866689468	1561343	     720.733	       0.603	 39.137963	 -97.654802                                                                                           
KS	20145	00485036	Pawnee County	6973	3152	1953531750	992040	     754.263	       0.383	 38.182873	 -99.232154                                                                                            
KS	20147	00485037	Phillips County	5642	3049	2294410181	22493391	     885.877	       8.685	 39.784506	 -99.342150                                                                                        
KS	20149	00485038	Pottawatomie County	21604	8626	2178235871	54103438	     841.022	      20.889	 39.382187	 -96.337113                                                                                   
KS	20151	00485039	Pratt County	9656	4514	1903757176	1753615	     735.045	       0.677	 37.647594	 -98.740120                                                                                            
KS	20153	00485040	Rawlins County	2519	1458	2769775797	415527	    1069.416	       0.160	 39.786198	-101.076738                                                                                           
KS	20155	00485041	Reno County	64511	28274	3251332369	43417440	    1255.346	      16.764	 37.948185	 -98.078346                                                                                          
KS	20157	00485042	Republic County	4980	2877	1857981647	7967119	     717.371	       3.076	 39.828910	 -97.650921                                                                                         
KS	20159	00485043	Rice County	10083	4548	1880944775	4470099	     726.237	       1.726	 38.347178	 -98.201415                                                                                            
KS	20161	00485044	Riley County	71115	28212	1579300177	31558381	     609.771	      12.185	 39.291211	 -96.727489                                                                                         
KS	20163	00485045	Rooks County	5181	2768	2306470146	11962259	     890.533	       4.619	 39.346006	 -99.324492                                                                                           
KS	20165	00485358	Rush County	3307	1869	1858997569	544720	     717.763	       0.210	 38.523592	 -99.309183                                                                                              
KS	20167	00485046	Russell County	6970	3910	2295402664	34126812	     886.260	      13.176	 38.916839	 -98.765638                                                                                         
KS	20169	00485047	Saline County	55606	24101	1865373525	2809945	     720.225	       1.085	 38.786327	 -97.650153                                                                                         
KS	20171	00485048	Scott County	4936	2193	1858430303	306079	     717.544	       0.118	 38.481877	-100.906360                                                                                             
KS	20173	00485049	Sedgwick County	498365	211593	2583543968	30067177	     997.512	      11.609	 37.683807	 -97.459451                                                                                    
KS	20175	00485050	Seward County	22952	8061	1656290756	2562633	     639.497	       0.989	 37.180585	-100.854741                                                                                          
KS	20177	00485051	Shawnee County	177934	79140	1408995941	30330019	     544.016	      11.710	 39.041805	 -95.755664                                                                                      
KS	20179	00485052	Sheridan County	2556	1265	2320518450	647342	     895.957	       0.250	 39.350542	-100.441206                                                                                          
KS	20181	00485053	Sherman County	6010	3148	2735199253	548248	    1056.066	       0.212	 39.351352	-101.719859                                                                                           
KS	20183	00484969	Smith County	3853	2232	2319243495	3884277	     895.465	       1.500	 39.784660	 -98.785429                                                                                            
KS	20185	00485054	Stafford County	4437	2319	2051389748	7435429	     792.046	       2.871	 38.035630	 -98.719889                                                                                         
KS	20187	00485055	Stanton County	2235	990	1762086193	180151	     680.345	       0.070	 37.565932	-101.789383                                                                                            
KS	20189	00485056	Stevens County	5724	2306	1883679100	464936	     727.293	       0.180	 37.202356	-101.315796                                                                                           
KS	20191	00481812	Sumner County	24132	10865	3061212453	7806166	    1181.941	       3.014	 37.236663	 -97.493349                                                                                         
KS	20193	00485057	Thomas County	7900	3536	2783425324	288241	    1074.687	       0.111	 39.357706	-101.083438                                                                                            
KS	20195	00485058	Trego County	3001	1682	2303736575	26281954	     889.478	      10.148	 38.921302	 -99.865423                                                                                           
KS	20197	00485059	Wabaunsee County	7053	3227	2057231892	13774702	     794.302	       5.318	 38.955154	 -96.201262                                                                                       
KS	20199	00485060	Wallace County	1485	781	2366348080	140928	     913.652	       0.054	 38.926626	-101.771103                                                                                            
KS	20201	00485061	Washington County	5799	2955	2317406254	10140054	     894.756	       3.915	 39.776714	 -97.095611                                                                                      
KS	20203	00485062	Wichita County	2234	1054	1861082136	61987	     718.568	       0.024	 38.481922	-101.347434                                                                                            
KS	20205	00485063	Wilson County	9409	4682	1477377048	12057368	     570.418	       4.655	 37.558515	 -95.745175                                                                                          
KS	20207	00485064	Woodson County	3309	2022	1289347304	19251707	     497.820	       7.433	 37.888484	 -95.757553                                                                                         
KS	20209	00485065	Wyandotte County	157505	66747	392642353	11895464	     151.600	       4.593	 39.115384	 -94.763087                                                                                                  
LA	22001	00558389	Acadia Parish	61773	25387	1696750566	6048801	     655.119	       2.335	 30.291497	 -92.411037                                                                                         
LA	22003	00558397	Allen Parish	25764	9733	1973174715	10636650	     761.847	       4.107	 30.652744	 -92.819605                                                                                          
LA	22005	00558403	Ascension Parish	107215	40784	751046853	33164667	     289.981	      12.805	 30.202946	 -90.910023                                                                                     
LA	22007	00558414	Assumption Parish	23421	10351	877120860	67008877	     338.658	      25.872	 29.899884	 -91.050528                                                                                     
LA	22009	00558424	Avoyelles Parish	42073	18042	2155994488	86273188	     832.434	      33.310	 31.085094	 -91.993797                                                                                     
LA	22011	00558436	Beauregard Parish	35654	15040	2997501973	21999317	    1157.342	       8.494	 30.645018	 -93.340253                                                                                    
LA	22013	00558445	Bienville Parish	14353	7718	2101174885	27977807	     811.268	      10.802	 32.344268	 -93.061513                                                                                      
LA	22015	00558453	Bossier Parish	116979	49351	2175737961	70351401	     840.057	      27.163	 32.696202	 -93.617977                                                                                      
LA	22017	00558458	Caddo Parish	254969	112028	2275405029	150956656	     878.539	      58.285	 32.577195	 -93.882423                                                                                      
LA	22019	00558468	Calcasieu Parish	192768	82058	2754864273	79292408	    1063.659	      30.615	 30.229559	 -93.358015                                                                                    
LA	22021	00558477	Caldwell Parish	10132	4994	1371203807	29277275	     529.425	      11.304	 32.101244	 -92.114180                                                                                       
LA	22023	00558488	Cameron Parish	6839	3593	3327842145	1688107736	    1284.887	     651.782	 29.871989	 -93.165437                                                                                       
LA	22025	00558495	Catahoula Parish	10407	4877	1833789263	81301245	     708.030	      31.391	 31.666517	 -91.846703                                                                                      
LA	22027	00558505	Claiborne Parish	17195	7761	1955125902	32473234	     754.878	      12.538	 32.827585	 -92.991125                                                                                      
LA	22029	00558515	Concordia Parish	20822	9383	1805014057	130488156	     696.920	      50.382	 31.469805	 -91.626314                                                                                     
LA	22031	00558521	De Soto Parish	26656	12290	2267739158	49233952	     875.579	      19.009	 32.059248	 -93.740797                                                                                       
LA	22033	00558530	East Baton Rouge Parish	440171	187353	1179412087	38490958	     455.374	      14.861	 30.544002	 -91.093174                                                                            
LA	22035	00558534	East Carroll Parish	7759	2904	1089619046	56273969	     420.704	      21.728	 32.730170	 -91.234141                                                                                    
LA	22037	00558542	East Feliciana Parish	20267	8014	1174325549	6133295	     453.410	       2.368	 30.839784	 -91.043434                                                                                  
LA	22039	00558551	Evangeline Parish	33984	14662	1715550341	44667621	     662.378	      17.246	 30.720693	 -92.404086                                                                                    
LA	22041	00558557	Franklin Parish	20767	9034	1617667724	28107889	     624.585	      10.853	 32.138278	 -91.672101                                                                                       
LA	22043	00558567	Grant Parish	22309	8886	1665428895	56014737	     643.026	      21.627	 31.597787	 -92.561716                                                                                          
LA	22045	00558576	Iberia Parish	73240	29698	1486940445	1182115443	     574.111	     456.417	 29.606013	 -91.842706                                                                                      
LA	22047	00558582	Iberville Parish	33387	12707	1602236448	88658351	     618.627	      34.231	 30.288394	 -91.363150                                                                                     
LA	22049	00558592	Jackson Parish	16274	7680	1474178126	28732791	     569.183	      11.094	 32.304480	 -92.556672                                                                                        
LA	22051	00558027	Jefferson Parish	432552	189135	765682649	957754757	     295.632	     369.791	 29.503300	 -90.036231                                                                                   
LA	22053	00558039	Jefferson Davis Parish	31594	13306	1686931782	18718325	     651.328	       7.227	 30.269529	 -92.816221                                                                               
LA	22055	00558059	Lafayette Parish	221578	93656	695980407	1266845	     268.720	       0.489	 30.206507	 -92.064170                                                                                      
LA	22057	00558065	Lafourche Parish	96318	38582	2766662214	1051775420	    1068.214	     406.093	 29.491992	 -90.394849                                                                                   
LA	22059	00558049	La Salle Parish	14890	6560	1617923154	97667582	     624.684	      37.710	 31.680836	 -92.161809                                                                                       
LA	22061	00558077	Lincoln Parish	46735	19479	1221806070	1897717	     471.742	       0.733	 32.601148	 -92.662082                                                                                        
LA	22063	00558083	Livingston Parish	128026	50170	1678749073	141614105	     648.169	      54.678	 30.440419	 -90.727474                                                                                  
LA	22065	00558088	Madison Parish	12093	4804	1617283455	68538668	     624.437	      26.463	 32.365824	 -91.240729                                                                                        
LA	22067	00558097	Morehouse Parish	27979	12423	2058870285	28878807	     794.934	      11.150	 32.820008	 -91.800399                                                                                     
LA	22069	00558108	Natchitoches Parish	39566	18587	3243311940	121063646	    1252.250	      46.743	 31.734982	 -93.086106                                                                                 
LA	22071	00558113	Orleans Parish	343829	189896	438803381	468240430	     169.423	     180.789	 30.068636	 -89.939007                                                                                     
LA	22073	00558114	Ouachita Parish	153720	64481	1580944616	55281707	     610.406	      21.344	 32.477495	 -92.154798                                                                                     
LA	22075	00558125	Plaquemines Parish	23042	9596	2019961046	4629053037	     779.911	    1787.287	 29.402337	 -89.298489                                                                                  
LA	22077	00559449	Pointe Coupee Parish	22802	11130	1443519892	86418204	     557.346	      33.366	 30.708319	 -91.604621                                                                                 
LA	22079	00559460	Rapides Parish	131613	55684	3413506392	113169602	    1317.962	      43.695	 31.193204	 -92.535953                                                                                     
LA	22081	00559472	Red River Parish	9091	4128	1007738674	34327566	     389.090	      13.254	 32.101213	 -93.349050                                                                                       
LA	22083	00559481	Richland Parish	20725	8621	1447914686	14174105	     559.043	       5.473	 32.418121	 -91.758374                                                                                       
LA	22085	00559489	Sabine Parish	24233	14130	2244636736	375445763	     866.659	     144.960	 31.560209	 -93.559228                                                                                       
LA	22087	01629542	St. Bernard Parish	35897	16794	977764266	4611616395	     377.517	    1780.555	 29.918110	 -89.263494                                                                                  
LA	22089	01629449	St. Charles Parish	52780	19896	722820579	340703006	     279.083	     131.546	 29.913833	 -90.359314                                                                                   
LA	22091	01629457	St. Helena Parish	11203	5150	1057758275	2810554	     408.403	       1.085	 30.821423	 -90.709350                                                                                      
LA	22093	01629464	St. James Parish	22102	8455	625577772	42532340	     241.537	      16.422	 30.024820	 -90.793956                                                                                       
LA	22095	01629472	St. John the Baptist Parish	45924	17510	551851752	348524505	     213.071	     134.566	 30.117471	 -90.504677                                                                          
LA	22097	01629479	St. Landry Parish	83384	35692	2392836670	39114892	     923.879	      15.102	 30.583441	 -91.989274                                                                                    
LA	22099	01629486	St. Martin Parish	52160	21941	1910498478	204200686	     737.648	      78.842	 30.121433	 -91.611481                                                                                   
LA	22101	01629492	St. Mary Parish	54650	23028	1438424557	1460866962	     555.379	     564.044	 29.629349	 -91.463804                                                                                    
LA	22103	01629503	St. Tammany Parish	233740	95412	2189966775	721668349	     845.551	     278.638	 30.410022	 -89.951962                                                                                 
LA	22105	00559500	Tangipahoa Parish	121097	50073	2049391733	82862999	     791.275	      31.994	 30.621581	 -90.406633                                                                                   
LA	22107	00559509	Tensas Parish	5252	3357	1561204557	99471079	     602.784	      38.406	 32.001489	 -91.342576                                                                                          
LA	22109	00559517	Terrebonne Parish	111860	43887	3190385866	2202156933	    1231.815	     850.258	 29.333266	 -90.844191                                                                                 
LA	22111	00559528	Union Parish	22721	11346	2271389460	73594414	     876.988	      28.415	 32.829349	 -92.375650                                                                                         
LA	22113	00559538	Vermilion Parish	57999	25235	3038572441	955369492	    1173.199	     368.870	 29.786872	 -92.290090                                                                                    
LA	22115	00559548	Vernon Parish	52334	21433	3439271369	35158568	    1327.910	      13.575	 31.110563	 -93.181520                                                                                        
LA	22117	00559557	Washington Parish	47168	21039	1734061145	16471724	     669.525	       6.360	 30.852144	 -90.046253                                                                                    
LA	22119	00559567	Webster Parish	41207	19336	1535939758	56487776	     593.030	      21.810	 32.732152	 -93.339825                                                                                       
LA	22121	00559570	West Baton Rouge Parish	23788	9324	498298900	29602065	     192.394	      11.429	 30.464052	 -91.309808                                                                                
LA	22123	00559578	West Carroll Parish	11604	5046	931478647	2386193	     359.646	       0.921	 32.792480	 -91.451998                                                                                     
LA	22125	00559584	West Feliciana Parish	15625	5097	1044318335	59023580	     403.214	      22.789	 30.872701	 -91.421008                                                                                 
LA	22127	00559594	Winn Parish	15313	7234	2460712069	17448044	     950.086	       6.737	 31.941187	 -92.641269                                                                                                  
ME	23001	00581286	Androscoggin County	107702	49090	1211926439	75610678	     467.927	      29.193	 44.167681	 -70.207435                                                                                 
ME	23003	00581287	Aroostook County	71870	39529	17278664655	404653951	    6671.330	     156.238	 46.727057	 -68.649410                                                                                   
ME	23005	00581288	Cumberland County	281674	138657	2163263369	989949911	     835.241	     382.222	 43.808348	 -70.330375                                                                                 
ME	23007	00581289	Franklin County	30768	21709	4394196449	121392907	    1696.609	      46.870	 44.973012	 -70.444727                                                                                     
ME	23009	00581290	Hancock County	54418	40184	4110034060	1963321064	    1586.893	     758.043	 44.564906	 -68.370703                                                                                     
ME	23011	00581291	Kennebec County	122151	60972	2246876912	216653706	     867.524	      83.650	 44.417012	 -69.765764                                                                                    
ME	23013	00581292	Knox County	39736	23744	945691411	2017114386	     365.134	     778.812	 44.042045	 -69.038514                                                                                         
ME	23015	00581293	Lincoln County	34457	23493	1180563700	631400289	     455.818	     243.785	 43.994264	 -69.514029                                                                                      
ME	23017	00581294	Oxford County	57833	36055	5378990983	256086721	    2076.840	      98.876	 44.494585	 -70.734687                                                                                       
ME	23019	00581295	Penobscot County	153923	73860	8799125852	413670635	    3397.362	     159.719	 45.390602	 -68.657487                                                                                   
ME	23021	00581296	Piscataquis County	17535	15340	10258570727	1080309847	    3960.856	     417.110	 45.917678	 -69.104548                                                                                
ME	23023	00581297	Sagadahoc County	35293	18288	657066836	301332007	     253.695	     116.345	 43.916694	 -69.843994                                                                                     
ME	23025	00581298	Somerset County	52228	30569	10164156961	438038365	    3924.403	     169.128	 45.507482	 -69.976040                                                                                    
ME	23027	00581299	Waldo County	38786	21566	1890479704	318149622	     729.918	     122.838	 44.505361	 -69.139677                                                                                        
ME	23029	00581300	Washington County	32856	23001	6637257545	1800019787	    2562.660	     694.992	 44.967009	 -67.609354                                                                                  
ME	23031	00581301	York County	197131	105773	2565935077	722608929	     990.713	     279.001	 43.427239	 -70.670402                                                                                       
                                                                             
