FIPS,State,County,Year,N,P
5139,Arkansas,Union,2007,"2,068,459","626,980"
5141,Arkansas,Van Buren,2007,"1,210,105","370,708"
5143,Arkansas,Washington,2007,"14,560,079","4,598,948"
5145,Arkansas,White,2007,"3,164,501","958,567"
5147,Arkansas,Woodruff,2007,"76,779","22,439"
5149,Arkansas,Yell,2007,"6,076,771","1,739,332"
6001,California,Alameda,2007,"849,489","256,934"
6003,California,Alpine,2007,"33,092","10,446"
6005,California,Amador,2007,"745,712","232,048"
6007,California,Butte,2007,"987,081","230,587"
6009,California,Calaveras,2007,"1,083,373","324,220"
6011,California,Colusa,2007,"968,624","229,554"
6013,California,Contra Costa,2007,"1,090,317","256,025"
6015,California,Del Norte,2007,"767,158","159,587"
6017,California,El Dorado,2007,"480,600","128,255"
6019,California,Fresno,2007,"26,611,386","6,293,467"
6021,California,Glenn,2007,"3,478,180","794,452"
6023,California,Humboldt,2007,"3,115,956","762,583"
6025,California,Imperial,2007,"16,748,122","4,122,555"
6027,California,Inyo,2007,"831,550","198,955"
6029,California,Kern,2007,"18,576,346","3,888,410"
6031,California,Kings,2007,"19,807,586","3,902,940"
6033,California,Lake,2007,"229,693","66,701"
6035,California,Lassen,2007,"2,177,932","659,759"
6037,California,Los Angeles,2007,"1,050,056","196,634"
6039,California,Madera,2007,"10,970,411","2,350,925"
6041,California,Marin,2007,"1,893,934","449,356"
6043,California,Mariposa,2007,"999,640","240,411"
6045,California,Mendocino,2007,"1,137,166","306,721"
6047,California,Merced,2007,"34,050,018","7,208,094"
6049,California,Modoc,2007,"2,879,987","906,302"
6051,California,Mono,2007,"321,157","99,907"
6053,California,Monterey,2007,"2,701,967","794,789"
6055,California,Napa,2007,"404,298","95,948"
6057,California,Nevada,2007,"371,944","100,533"
6059,California,Orange,2007,"116,695","25,338"
6061,California,Placer,2007,"1,120,669","256,416"
6063,California,Plumas,2007,"640,339","155,481"
6065,California,Riverside,2007,"8,232,942","1,854,745"
6067,California,Sacramento,2007,"4,146,801","965,534"
6069,California,San Benito,2007,"1,621,403","467,207"
6071,California,San Bernardino,2007,"14,482,952","3,225,979"
6073,California,San Diego,2007,"3,143,000","949,353"
6075,California,San Francisco,2007,0,0
6077,California,San Joaquin,2007,"15,355,083","3,381,691"
6079,California,San Luis Obispo,2007,"3,406,589","797,330"
6081,California,San Mateo,2007,"203,584","52,201"
6083,California,Santa Barbara,2007,"2,073,281","565,864"
6085,California,Santa Clara,2007,"968,607","280,918"
6087,California,Santa Cruz,2007,"87,584","19,940"
6089,California,Shasta,2007,"1,962,994","580,930"
6091,California,Sierra,2007,"168,223","53,942"
6093,California,Siskiyou,2007,"2,769,838","846,977"
6095,California,Solano,2007,"2,586,366","600,744"
6097,California,Sonoma,2007,"5,200,633","1,230,835"
6099,California,Stanislaus,2007,"29,184,186","6,652,458"
6101,California,Sutter,2007,"522,163","119,459"
6103,California,Tehama,2007,"2,937,554","830,360"
6105,California,Trinity,2007,"196,975","62,585"
6107,California,Tulare,2007,"57,839,982","11,302,710"
6109,California,Tuolumne,2007,"632,040","192,704"
6111,California,Ventura,2007,"553,982","145,012"
6113,California,Yolo,2007,"1,226,950","289,942"
6115,California,Yuba,2007,"843,488","209,486"
8001,Colorado,Adams,2007,"849,419","220,002"
8003,Colorado,Alamosa,2007,"672,393","159,638"
8005,Colorado,Arapahoe,2007,"433,880","127,084"
8007,Colorado,Archuleta,2007,"382,679","88,528"
8009,Colorado,Baca,2007,"2,609,773","640,300"
8011,Colorado,Bent,2007,"2,401,987","585,365"
8013,Colorado,Boulder,2007,"663,881","177,577"
8014,Colorado,Broomfield,2007,"14,820","3,535"
8015,Colorado,Chaffee,2007,"494,098","116,611"
8017,Colorado,Cheyenne,2007,"1,726,470","420,501"
8019,Colorado,Clear Creek,2007,"5,149",903
8021,Colorado,Conejos,2007,"1,670,146","517,292"
8023,Colorado,Costilla,2007,"405,816","128,667"
8025,Colorado,Crowley,2007,"2,785,296","757,201"
8027,Colorado,Custer,2007,"380,045","89,361"
8029,Colorado,Delta,2007,"1,874,265","534,521"
8031,Colorado,Denver,2007,"14,973","2,594"
8033,Colorado,Dolores,2007,"264,413","63,148"
8035,Colorado,Douglas,2007,"584,041","124,899"
8037,Colorado,Eagle,2007,"327,966","97,814"
8039,Colorado,Elbert,2007,"2,548,166","606,548"
8041,Colorado,El Paso,2007,"1,563,575","455,196"
8043,Colorado,Fremont,2007,"968,177","250,971"
8045,Colorado,Garfield,2007,"1,163,685","340,671"
8047,Colorado,Gilpin,2007,"2,829",549
8049,Colorado,Grand,2007,"842,812","198,484"
8051,Colorado,Gunnison,2007,"867,698","206,586"
8053,Colorado,Hinsdale,2007,"61,436","17,740"
8055,Colorado,Huerfano,2007,"841,562","200,440"
8057,Colorado,Jackson,2007,"1,766,763","427,633"
8059,Colorado,Jefferson,2007,"229,801","57,309"
8061,Colorado,Kiowa,2007,"866,131","273,426"
8063,Colorado,Kit Carson,2007,"6,580,073","1,637,976"
8065,Colorado,Lake,2007,"30,888","9,735"
8067,Colorado,La Plata,2007,"1,348,702","388,744"
8069,Colorado,Larimer,2007,"2,933,002","686,638"
8071,Colorado,Las Animas,2007,"2,413,611","767,614"
8073,Colorado,Lincoln,2007,"2,340,576","724,375"
8075,Colorado,Logan,2007,"8,270,543","2,102,560"
8077,Colorado,Mesa,2007,"2,162,020","505,549"
8079,Colorado,Mineral,2007,"16,286","4,188"
8081,Colorado,Moffat,2007,"1,875,950","522,038"
8083,Colorado,Montezuma,2007,"1,208,444","356,807"
8085,Colorado,Montrose,2007,"2,409,529","692,637"
8087,Colorado,Morgan,2007,"9,636,526","2,370,565"
8089,Colorado,Otero,2007,"3,137,899","888,835"
8091,Colorado,Ouray,2007,"317,656","102,860"
8093,Colorado,Park,2007,"459,500","136,935"
8095,Colorado,Phillips,2007,"1,421,711","352,774"
8097,Colorado,Pitkin,2007,"146,161","43,524"
8099,Colorado,Prowers,2007,"4,474,403","1,297,505"
8101,Colorado,Pueblo,2007,"2,483,743","598,580"
8103,Colorado,Rio Blanco,2007,"1,401,678","417,348"
8105,Colorado,Rio Grande,2007,"919,223","212,513"
8107,Colorado,Routt,2007,"1,312,077","394,732"
8109,Colorado,Saguache,2007,"1,013,360","314,197"
8111,Colorado,San Juan,2007,0,0
8113,Colorado,San Miguel,2007,"399,700","95,955"
8115,Colorado,Sedgwick,2007,"628,013","187,072"
8117,Colorado,Summit,2007,"103,251","31,051"
8119,Colorado,Teller,2007,"140,147","32,784"
8121,Colorado,Washington,2007,"2,979,136","731,121"
8123,Colorado,Weld,2007,"27,351,520","6,738,530"
8125,Colorado,Yuma,2007,"15,475,376","4,803,856"
9001,Connecticut,Fairfield,2007,"91,518","21,080"
9003,Connecticut,Hartford,2007,"244,467","53,671"
9005,Connecticut,Litchfield,2007,"697,962","146,779"
9007,Connecticut,Middlesex,2007,"126,015","28,196"
9009,Connecticut,New Haven,2007,"193,111","41,761"
9011,Connecticut,New London,2007,"637,032","132,850"
9013,Connecticut,Tolland,2007,"636,448","127,289"
9015,Connecticut,Windham,2007,"753,258","152,761"
10001,Delaware,Kent,2007,"3,371,431","961,998"
10003,Delaware,New Castle,2007,"129,054","28,739"
10005,Delaware,Sussex,2007,"16,524,270","4,930,652"
11001,District of Columbia,District of Columbia,2007,0,0
12001,Florida,Alachua,2007,"2,429,000","739,541"
12003,Florida,Baker,2007,"568,254","152,531"
12005,Florida,Bay,2007,"59,944","17,123"
12007,Florida,Bradford,2007,"555,944","132,616"
12009,Florida,Brevard,2007,"1,498,743","359,573"
12011,Florida,Broward,2007,"186,037","41,018"
12013,Florida,Calhoun,2007,"241,907","57,894"
12015,Florida,Charlotte,2007,"1,292,726","414,837"
12017,Florida,Citrus,2007,"429,423","102,329"
12019,Florida,Clay,2007,"372,124","87,383"
12021,Florida,Collier,2007,"526,853","168,827"
12023,Florida,Columbia,2007,"1,116,320","348,043"
12027,Florida,DeSoto,2007,"3,526,617","1,080,412"
12029,Florida,Dixie,2007,"475,803","113,672"
12031,Florida,Duval,2007,"305,546","72,109"
12033,Florida,Escambia,2007,"435,024","101,867"
12035,Florida,Flagler,2007,"205,200","68,280"
12037,Florida,Franklin,2007,0,0
12039,Florida,Gadsden,2007,"349,458","84,045"
12041,Florida,Gilchrist,2007,"2,114,750","475,745"
12043,Florida,Glades,2007,"3,197,344","772,138"
12045,Florida,Gulf,2007,"37,392","8,694"
12047,Florida,Hamilton,2007,"440,594","108,477"
12049,Florida,Hardee,2007,"4,417,441","1,281,488"
12051,Florida,Hendry,2007,"3,178,250","770,351"
12053,Florida,Hernando,2007,"853,254","243,578"
12055,Florida,Highlands,2007,"5,482,704","1,677,098"
12057,Florida,Hillsborough,2007,"3,456,079","1,060,706"
12059,Florida,Holmes,2007,"1,865,857","572,228"
12061,Florida,Indian River,2007,"1,014,392","327,398"
12063,Florida,Jackson,2007,"2,615,435","808,408"
12065,Florida,Jefferson,2007,"761,081","181,629"
12067,Florida,Lafayette,2007,"3,674,564","936,367"
12069,Florida,Lake,2007,"1,138,757","348,629"
12071,Florida,Lee,2007,"705,917","217,705"
12073,Florida,Leon,2007,"168,556","45,775"
12075,Florida,Levy,2007,"1,720,358","514,979"
12077,Florida,Liberty,2007,42,17
12079,Florida,Madison,2007,"2,698,862","680,994"
12081,Florida,Manatee,2007,"1,867,143","554,630"
12083,Florida,Marion,2007,"3,657,159","955,657"
12085,Florida,Martin,2007,"1,254,287","300,690"
12086,Florida,Miami-Dade,2007,"292,300","73,794"
12087,Florida,Monroe,2007,0,0
12089,Florida,Nassau,2007,"388,800","92,858"
12091,Florida,Okaloosa,2007,"220,843","61,410"
12093,Florida,Okeechobee,2007,"7,462,754","2,008,910"
12095,Florida,Orange,2007,"722,222","170,600"
12097,Florida,Osceola,2007,"5,127,247","1,702,976"
12099,Florida,Palm Beach,2007,"461,093","94,845"
12101,Florida,Pasco,2007,"1,808,375","556,596"
12103,Florida,Pinellas,2007,"26,557","5,507"
12105,Florida,Polk,2007,"5,484,569","1,324,087"
12107,Florida,Putnam,2007,"468,944","111,641"
12109,Florida,St. Johns,2007,"183,364","52,788"
12111,Florida,St. Lucie,2007,"1,230,375","296,276"
12113,Florida,Santa Rosa,2007,"437,861","127,943"
12115,Florida,Sarasota,2007,"936,561","245,705"
12117,Florida,Seminole,2007,"356,766","83,133"
12119,Florida,Sumter,2007,"2,018,833","483,745"
12121,Florida,Suwannee,2007,"5,542,704","1,590,209"
12123,Florida,Taylor,2007,"186,229","60,115"
12125,Florida,Union,2007,"480,919","154,007"
12127,Florida,Volusia,2007,"813,909","188,997"
12129,Florida,Wakulla,2007,"66,106","19,487"
12131,Florida,Walton,2007,"1,504,397","439,483"
12133,Florida,Washington,2007,"469,451","143,082"
13001,Georgia,Appling,2007,"1,383,789","391,274"
13003,Georgia,Atkinson,2007,"1,679,271","512,018"
13005,Georgia,Bacon,2007,"1,238,032","419,086"
13007,Georgia,Baker,2007,"523,544","168,597"
13009,Georgia,Baldwin,2007,"160,506","51,505"
13011,Georgia,Banks,2007,"4,122,765","1,312,491"
13013,Georgia,Barrow,2007,"1,044,775","320,759"
13015,Georgia,Bartow,2007,"2,206,259","658,060"
13017,Georgia,Ben Hill,2007,"225,959","69,786"
13019,Georgia,Berrien,2007,"893,047","219,923"
13021,Georgia,Bibb,2007,"223,782","59,125"
13023,Georgia,Bleckley,2007,"295,176","71,780"
13025,Georgia,Brantley,2007,"128,233","40,301"
13027,Georgia,Brooks,2007,"797,346","211,554"
13029,Georgia,Bryan,2007,"37,718","11,339"
13031,Georgia,Bulloch,2007,"764,335","231,265"
13033,Georgia,Burke,2007,"1,059,960","293,153"
13035,Georgia,Butts,2007,"158,221","48,048"
13037,Georgia,Calhoun,2007,"650,860","195,320"
13039,Georgia,Camden,2007,"31,442","9,339"
13043,Georgia,Candler,2007,"456,541","155,309"
13045,Georgia,Carroll,2007,"4,209,828","1,286,449"
13047,Georgia,Catoosa,2007,"790,531","243,931"
13049,Georgia,Charlton,2007,"75,747","22,929"
13051,Georgia,Chatham,2007,"33,231","10,259"
13053,Georgia,Chattahoochee,2007,"3,079",659
13055,Georgia,Chattooga,2007,"565,983","137,006"
13057,Georgia,Cherokee,2007,"889,086","265,415"
13059,Georgia,Clarke,2007,"103,671","23,991"
13061,Georgia,Clay,2007,"106,799","32,676"
13063,Georgia,Clayton,2007,"9,194","1,939"
13065,Georgia,Clinch,2007,"24,370","7,354"
13067,Georgia,Cobb,2007,"61,131","16,083"
13069,Georgia,Coffee,2007,"2,872,057","809,531"
13071,Georgia,Colquitt,2007,"3,929,131","1,122,783"
13073,Georgia,Columbia,2007,"187,306","43,459"
13075,Georgia,Cook,2007,"1,153,443","327,488"
13077,Georgia,Coweta,2007,"716,765","169,117"
13079,Georgia,Crawford,2007,"583,083","175,857"
13081,Georgia,Crisp,2007,"282,189","90,953"
13083,Georgia,Dade,2007,"528,428","143,473"
13085,Georgia,Dawson,2007,"2,013,727","608,009"
13087,Georgia,Decatur,2007,"891,917","228,351"
13089,Georgia,DeKalb,2007,"5,249","1,126"
13091,Georgia,Dodge,2007,"398,749","125,325"
13093,Georgia,Dooly,2007,"885,753","253,471"
13095,Georgia,Dougherty,2007,"137,225","42,375"
13097,Georgia,Douglas,2007,"64,328","14,368"
13099,Georgia,Early,2007,"846,473","205,416"
13101,Georgia,Echols,2007,"73,625","18,514"
13103,Georgia,Effingham,2007,"180,253","54,494"
13105,Georgia,Elbert,2007,"1,598,201","452,142"
13107,Georgia,Emanuel,2007,"506,308","122,662"
13109,Georgia,Evans,2007,"576,676","159,959"
13111,Georgia,Fannin,2007,"537,632","156,763"
13113,Georgia,Fayette,2007,"100,453","23,001"
13115,Georgia,Floyd,2007,"1,416,254","426,194"
13117,Georgia,Forsyth,2007,"1,129,202","353,430"
13119,Georgia,Franklin,2007,"8,775,340","2,748,850"
13121,Georgia,Fulton,2007,"108,759","30,663"
13123,Georgia,Gilmer,2007,"4,726,518","1,445,734"
13125,Georgia,Glascock,2007,"193,445","46,979"
13127,Georgia,Glynn,2007,"37,418","10,496"
13129,Georgia,Gordon,2007,"5,336,965","1,556,022"
13131,Georgia,Grady,2007,"1,069,062","318,566"
13133,Georgia,Greene,2007,"1,399,631","398,742"
13135,Georgia,Gwinnett,2007,"166,311","49,529"
13137,Georgia,Habersham,2007,"2,755,182","849,821"
13139,Georgia,Hall,2007,"4,243,188","1,385,889"
13141,Georgia,Hancock,2007,"192,306","45,292"
13143,Georgia,Haralson,2007,"784,845","240,015"
13145,Georgia,Harris,2007,"178,996","52,268"
13147,Georgia,Hart,2007,"5,382,461","1,722,932"
13149,Georgia,Heard,2007,"932,738","284,526"
13151,Georgia,Henry,2007,"238,134","71,067"
13153,Georgia,Houston,2007,"395,952","108,364"
13155,Georgia,Irwin,2007,"483,908","150,362"
13157,Georgia,Jackson,2007,"5,374,298","1,712,719"
13159,Georgia,Jasper,2007,"448,209","107,157"
13161,Georgia,Jeff Davis,2007,"356,907","94,320"
13163,Georgia,Jefferson,2007,"481,318","138,204"
13165,Georgia,Jenkins,2007,"284,807","85,605"
13167,Georgia,Johnson,2007,"211,888","67,348"
13169,Georgia,Jones,2007,"387,134","99,257"
13171,Georgia,Lamar,2007,"1,200,392","340,414"
13173,Georgia,Lanier,2007,"119,481","29,215"
13175,Georgia,Laurens,2007,"503,898","149,865"
13177,Georgia,Lee,2007,"527,294","127,691"
13179,Georgia,Liberty,2007,"37,555","11,572"
13181,Georgia,Lincoln,2007,"185,177","57,290"
13183,Georgia,Long,2007,"83,354","24,505"
13185,Georgia,Lowndes,2007,"353,835","84,557"
13187,Georgia,Lumpkin,2007,"1,004,805","307,323"
13189,Georgia,McDuffie,2007,"333,618","94,167"
13191,Georgia,McIntosh,2007,"14,374","4,490"
13193,Georgia,Macon,2007,"3,279,862","866,992"
13195,Georgia,Madison,2007,"4,413,691","1,277,372"
13197,Georgia,Marion,2007,"1,003,636","282,365"
13199,Georgia,Meriwether,2007,"496,610","152,298"
13201,Georgia,Miller,2007,"651,119","201,885"
13205,Georgia,Mitchell,2007,"4,026,464","1,164,125"
13207,Georgia,Monroe,2007,"884,128","244,086"
13209,Georgia,Montgomery,2007,"136,396","32,423"
13211,Georgia,Morgan,2007,"2,214,213","616,854"
13213,Georgia,Murray,2007,"1,552,213","469,749"
13215,Georgia,Muscogee,2007,"17,078","3,506"
13217,Georgia,Newton,2007,"376,345","89,694"
13219,Georgia,Oconee,2007,"2,022,211","577,002"
13221,Georgia,Oglethorpe,2007,"5,031,207","1,556,089"
13223,Georgia,Paulding,2007,"385,791","108,487"
13225,Georgia,Peach,2007,"156,406","36,070"
13227,Georgia,Pickens,2007,"1,947,806","589,567"
13229,Georgia,Pierce,2007,"308,503","84,261"
13231,Georgia,Pike,2007,"582,405","153,609"
13233,Georgia,Polk,2007,"1,417,323","392,306"
13235,Georgia,Pulaski,2007,"46,820","13,976"
13237,Georgia,Putnam,2007,"739,641","156,781"
13239,Georgia,Quitman,2007,"71,758","22,745"
13241,Georgia,Rabun,2007,"230,414","70,250"
13243,Georgia,Randolph,2007,"260,908","63,333"
13245,Georgia,Richmond,2007,"88,436","23,443"
13247,Georgia,Rockdale,2007,"54,318","11,727"
13249,Georgia,Schley,2007,"892,860","268,698"
13251,Georgia,Screven,2007,"440,283","137,773"
13253,Georgia,Seminole,2007,"701,198","177,298"
13255,Georgia,Spalding,2007,"255,636","59,398"
13257,Georgia,Stephens,2007,"768,408","239,699"
13259,Georgia,Stewart,2007,"61,434","19,493"
13261,Georgia,Sumter,2007,"1,096,844","297,255"
13263,Georgia,Talbot,2007,"116,101","35,315"
13265,Georgia,Taliaferro,2007,"141,558","35,099"
13267,Georgia,Tattnall,2007,"3,499,849","1,020,619"
13269,Georgia,Taylor,2007,"439,928","135,425"
13271,Georgia,Telfair,2007,"246,827","60,350"
13273,Georgia,Terrell,2007,"198,306","59,031"
13275,Georgia,Thomas,2007,"1,234,363","325,781"
13277,Georgia,Tift,2007,"406,695","120,042"
13279,Georgia,Toombs,2007,"554,612","169,818"
13281,Georgia,Towns,2007,"99,416","31,491"
13283,Georgia,Treutlen,2007,"44,615","12,178"
13285,Georgia,Troup,2007,"324,334","94,741"
13287,Georgia,Turner,2007,"779,021","235,815"
13289,Georgia,Twiggs,2007,"117,833","37,597"
13291,Georgia,Union,2007,"240,212","73,638"
13293,Georgia,Upson,2007,"892,796","243,568"
13295,Georgia,Walker,2007,"2,779,697","834,856"
13297,Georgia,Walton,2007,"977,802","289,610"
13299,Georgia,Ware,2007,"316,284","83,656"
13301,Georgia,Warren,2007,"300,180","80,147"
13303,Georgia,Washington,2007,"441,007","106,329"
13305,Georgia,Wayne,2007,"614,364","200,412"
13307,Georgia,Webster,2007,"156,658","46,536"
13309,Georgia,Wheeler,2007,"89,107","26,360"
13311,Georgia,White,2007,"1,844,627","589,415"
13313,Georgia,Whitfield,2007,"1,879,335","580,982"
13315,Georgia,Wilcox,2007,"1,090,711","306,555"
13317,Georgia,Wilkes,2007,"1,374,943","410,196"
13319,Georgia,Wilkinson,2007,"110,072","32,584"
13321,Georgia,Worth,2007,"1,021,395","288,124"
16001,Idaho,Ada,2007,"3,481,659","790,958"
16003,Idaho,Adams,2007,"610,012","184,898"
