Rowid_,FIPS,Y65,Y66,Y67,Y68,Y69,Y70,Y71,Y72,Y73,Y74,Y75,Y76,Y77,Y78,Y79,Y80,Y81,Y82,Y83,Y84,Y85,STATE
,1021,816986.3750000,873482.3125000,965187.5000000,972845.1250000,1064566.0000000,1088235.0000000,1181719.0000000,1264467.0000000,1323624.0000000,1349482.0000000,1158058.0000000,1368363.0000000,1709349.0000000,1468020.0000000,1379325.0000000,1299308.0000000,1563952.0000000,1447120.0000000,1190395.0000000,1480066.0000000,1533545.0000000,1
,1023,329592.1875000,352384.0937500,389380.1875000,392469.4062500,429471.9062500,439020.4062500,476734.3125000,510117.0000000,533982.3125000,544413.8750000,467188.8125000,552031.0000000,832351.0000000,714838.1250000,671648.8125000,632685.6250000,664249.3750000,614628.1250000,505590.4062500,628621.0000000,651334.8750000,1
,1025,366714.0937500,392073.0000000,433236.0937500,436673.3125000,477843.1875000,488467.3125000,530428.8750000,567571.3750000,594124.6250000,605731.3125000,519808.3125000,614206.1250000,889968.5000000,764321.0000000,718142.1250000,676481.8125000,813877.8750000,753079.0000000,619479.3750000,770223.8125000,798054.3750000,1
,1027,248811.4062500,266017.0937500,293945.8125000,296277.9062500,324211.3125000,331419.5937500,359890.0000000,385090.8125000,403106.9062500,410981.8125000,352684.0937500,416731.9062500,730645.8125000,627491.8125000,589579.8125000,555377.5000000,456884.0937500,422753.5937500,347755.1875000,432378.0937500,448001.1875000,1
,1029,139274.7968750,148905.9062500,164539.2031250,165844.7031250,181480.5937500,185515.5937500,201452.2031250,215558.5937500,225643.2968750,230051.4062500,197418.5937500,233270.0937500,466725.0937500,400831.9062500,376614.3125000,354766.4062500,336721.5000000,311567.5000000,256294.0000000,318660.8125000,330174.9062500,1
,1031,2312328.0000000,2472229.0000000,2731784.0000000,2753457.0000000,3013056.0000000,3080046.0000000,3344636.0000000,3578840.0000000,3746272.0000000,3819458.0000000,3277668.0000000,3872897.0000000,4481241.0000000,3848571.0000000,3616047.0000000,3406276.0000000,3399027.0000000,3145110.0000000,2587154.0000000,3216713.0000000,3332942.0000000,1
,1033,2005394.0000000,2144071.0000000,2369173.0000000,2387969.0000000,2613109.0000000,2671207.0000000,2900676.0000000,3103792.0000000,3249000.0000000,3312471.0000000,2842597.0000000,3358817.0000000,3285176.0000000,2821369.0000000,2650906.0000000,2497124.0000000,3171895.0000000,2934946.0000000,2414273.0000000,3001763.0000000,3110226.0000000,1
,1035,998802.3125000,1067871.0000000,1179985.0000000,1189347.0000000,1301479.0000000,1330416.0000000,1444704.0000000,1545868.0000000,1618190.0000000,1649802.0000000,1415778.0000000,1672885.0000000,2289444.0000000,1966216.0000000,1847420.0000000,1740249.0000000,1663611.0000000,1539335.0000000,1266250.0000000,1574380.0000000,1631267.0000000,1
,1037,111501.2031250,119211.6015625,131727.4062500,132772.5000000,145290.5000000,148520.7968750,161279.4062500,172572.7968750,180646.4062500,184175.4062500,158050.0937500,186752.2968750,249224.7968750,214038.7031250,201106.9062500,189440.4062500,292361.8125000,270521.5000000,222529.7968750,276680.3125000,286677.5937500,1
,1039,2162892.0000000,2312459.0000000,2555240.0000000,2575513.0000000,2818335.0000000,2880996.0000000,3128487.0000000,3347555.0000000,3504166.0000000,3572623.0000000,3065846.0000000,3622608.0000000,4068775.0000000,3494337.0000000,3283216.0000000,3092752.0000000,3459982.0000000,3201512.0000000,2633549.0000000,3274398.0000000,3392712.0000000,1
,1041,1224785.0000000,1309481.0000000,1446961.0000000,1458441.0000000,1595944.0000000,1631427.0000000,1771574.0000000,1895626.0000000,1984311.0000000,2023076.0000000,1736102.0000000,2051381.0000000,1847913.0000000,1587021.0000000,1491136.0000000,1404633.0000000,1772097.0000000,1639717.0000000,1348824.0000000,1677047.0000000,1737644.0000000,1
,1043,1457847.0000000,1558660.0000000,1722301.0000000,1735965.0000000,1899633.0000000,1941869.0000000,2108684.0000000,2256342.0000000,2361902.0000000,2408044.0000000,2066463.0000000,2441735.0000000,3487142.0000000,2994820.0000000,2813878.0000000,2650642.0000000,2657916.0000000,2459363.0000000,2023061.0000000,2515353.0000000,2606241.0000000,1
