Rowid_,FIPS,Y65,Y66,Y67,Y68,Y69,Y70,Y71,Y72,Y73,Y74,Y75,Y76,Y77,Y78,Y79,Y80,Y81,Y82,Y83,Y84,Y85,STATE
,1021,337313.3125000,327105.1875000,351526.9062500,371432.5937500,356265.9062500,356881.0937500,353791.5937500,385754.4062500,393075.8125000,388759.4062500,311586.9062500,336356.6875000,454287.4062500,432297.0000000,447277.3125000,408239.8125000,405560.5937500,373314.6875000,282345.1875000,350292.8125000,323266.8125000,1
,1023,136080.4062500,131962.2031250,141814.5000000,149845.0000000,143726.2968750,143974.5000000,142728.2031250,155622.7968750,158576.4062500,156835.0000000,125701.7968750,135694.5000000,221210.7968750,210502.9062500,217797.2968750,198788.4062500,172251.7968750,158556.0937500,119919.1015625,148778.2031250,137299.5000000,1
,1025,151407.0937500,146825.0937500,157787.0937500,166722.0000000,159914.2031250,160190.2968750,158803.5937500,173150.5000000,176436.7968750,174499.2968750,139859.5000000,150977.7968750,236523.5937500,225074.4062500,232873.7968750,212549.0937500,211053.0937500,194272.4062500,146932.0000000,182291.7968750,168227.5000000,1
,1027,102728.0000000,99619.2031250,107056.7968750,113119.0000000,108500.0000000,108687.2968750,107746.5000000,117480.7031250,119710.3984375,118395.7968750,94893.1015625,102436.7031250,194181.0000000,184781.4062500,191184.5937500,174498.4062500,118478.2031250,109058.1015625,82482.7031250,102332.6015625,94437.3984375,1
,1029,57503.1015625,55762.8984375,59926.1015625,63319.6015625,60734.0000000,60838.8984375,60312.1992188,65761.0000000,67009.1015625,66273.2968750,53117.3984375,57340.0000000,124039.7968750,118035.5000000,122125.7031250,111466.7968750,87317.8984375,80375.2968750,60789.3984375,75418.7031250,69599.8984375,1
,1031,954702.5000000,925810.3750000,994931.3750000,1051271.0000000,1008344.0000000,1010085.0000000,1001341.0000000,1091806.0000000,1112528.0000000,1100311.0000000,881888.6250000,951995.0000000,1190963.0000000,1133313.0000000,1172585.0000000,1070244.0000000,881428.3750000,811346.5000000,613637.1250000,761311.8125000,702574.5000000,1
,1033,827977.3125000,802920.3125000,862866.3750000,911727.5000000,874498.8125000,876008.8750000,868425.3750000,946882.0000000,964853.3750000,954258.1250000,764828.6250000,825629.3125000,873089.0000000,830826.0000000,859616.3750000,784590.8125000,822529.0000000,757130.1250000,572632.3125000,710438.8750000,655626.5000000,1
,1035,412380.5937500,399900.6875000,429757.3125000,454093.0000000,435550.9062500,436303.0000000,432526.0000000,471602.0000000,480552.8125000,475275.6875000,380928.9062500,411211.0937500,608456.8750000,579003.8125000,599067.8125000,546782.3125000,431404.1875000,397103.5000000,300337.0937500,372614.5937500,343866.4062500,1
,1037,46036.1015625,44642.8984375,47975.8984375,50692.6015625,48622.6992188,48706.6015625,48285.0000000,52647.1992188,53646.5000000,53057.3007813,42524.8984375,45905.5000000,66235.5000000,63029.3007813,65213.5000000,59521.8007813,75814.6015625,69786.7031250,52781.0000000,65483.0000000,60430.8007813,1
,1039,893004.1250000,865979.3125000,930633.3125000,983331.8750000,943179.3125000,944807.8750000,936628.8750000,1021247.0000000,1040630.0000000,1029203.0000000,824895.8750000,890471.6250000,1081343.0000000,1028999.0000000,1064657.0000000,971735.6250000,897235.1250000,825896.5000000,624641.5000000,774964.3750000,715173.8125000,1
,1041,505683.0937500,490379.6875000,526991.3750000,556833.1250000,534095.8750000,535018.1250000,530386.5000000,578303.6250000,589279.5000000,582808.5000000,467115.4062500,504249.0937500,491112.9062500,467340.0000000,483534.5937500,441332.5937500,459536.5937500,422999.0000000,319922.4062500,396913.1875000,366290.3125000,1
,1043,601908.8125000,583693.3125000,627271.8125000,662792.1250000,635728.1250000,636825.8750000,631313.0000000,688348.1250000,701412.6250000,693710.3125000,556002.0000000,600201.8125000,926764.6250000,881903.5000000,912463.8125000,832825.6250000,689245.3125000,634443.8125000,479842.0937500,595318.3750000,549387.8750000,1
,1045,580876.3125000,563297.3125000,605353.1250000,639632.1250000,613513.8750000,614573.3750000,609253.0000000,664295.3125000,676903.3125000,669470.0000000,536573.6250000,579229.0000000,644686.8750000,613480.0000000,634738.8125000,579340.0000000,424680.9062500,390914.8125000,295656.4062500,366807.5937500,338507.4062500,1
,1047,1229255.0000000,1192054.0000000,1281052.0000000,1353594.0000000,1298322.0000000,1300564.0000000,1289306.0000000,1405786.0000000,1432467.0000000,1416737.0000000,1135501.0000000,1225768.0000000,1660749.0000000,1580359.0000000,1635122.0000000,1492412.0000000,1279777.0000000,1178023.0000000,890961.3125000,1105375.0000000,1020093.0000000,1
,1049,928859.3750000,900749.3750000,967999.3125000,1022814.0000000,981049.0000000,982743.1250000,974235.6250000,1062252.0000000,1082413.0000000,1070526.0000000,858016.5000000,926225.3125000,1105633.0000000,1052113.0000000,1088572.0000000,993563.3125000,1031842.0000000,949800.6250000,718352.6250000,891227.5000000,822466.8750000,1
,1051,530798.8125000,514735.3125000,553165.3750000,584489.3125000,560622.8125000,561590.8125000,556729.1250000,607026.1250000,618547.3125000,611754.8125000,490315.5000000,529293.5000000,729533.1250000,694219.1250000,718275.8125000,655586.0000000,527984.6250000,486004.8125000,367574.9062500,456033.5000000,420849.3125000,1
,1053,664362.1250000,644256.6250000,692356.8750000,731562.6250000,701690.6250000,702902.3125000,696817.3750000,759770.3750000,774190.5000000,765688.8750000,613692.1250000,662478.1250000,932021.5000000,886905.8750000,917639.5000000,837549.6250000,737273.1250000,678653.0000000,513278.4062500,636801.3125000,587670.3125000,1
,1055,382090.6875000,370527.5000000,398191.0937500,420739.3125000,403559.1875000,404256.0937500,400756.4062500,436962.3125000,445255.5937500,440366.0937500,352949.1875000,381007.0937500,401232.3125000,381810.0937500,395040.9062500,360562.4062500,386308.6875000,355593.5000000,268942.3125000,333664.4062500,307921.3125000,1
,1057,204826.7968750,198628.2031250,213457.7968750,225545.0937500,216335.4062500,216709.0000000,214832.9062500,234241.7968750,238687.5000000,236066.4062500,189205.0000000,204246.0000000,271724.4062500,258571.2968750,267531.5000000,244181.7968750,242964.4062500,223646.4062500,169148.0937500,209854.4062500,193663.5937500,1
